INSTRUMENT: WFIRST_PRISM # used only for screen comments

MAGREF_LIST: 20 25 # used to define SNR1 and SNR2
TEXPOSE_LIST: 200 400 600 1000 2000 4000 6000 10000 20000 40000 80000 120000 200000

#LAMMIN LAMMAX SMEAR SNR1 SNR2 SNR1 SNR2 SNR1 SNR2
SPECBIN: 7431.5000 7450.5000 19.584 0.2710 0.0030 0.4450 0.0045 0.5650 0.0060 0.7490 0.0080 1.0740 0.0110 1.5270 0.0155 1.8730 0.0190 2.4210 0.0245 3.4270 0.0345 4.8480 0.0490 6.8570 0.0690 8.3990 0.0840 10.8440 0.1090
SPECBIN: 7450.5000 7469.5000 19.584 1.0690 0.0110 1.7490 0.0180 2.2150 0.0230 2.9380 0.0300 4.2090 0.0430 5.9820 0.0610 7.3360 0.0750 9.4830 0.0970 13.4230 0.1370 18.9890 0.1930 26.8590 0.2740 32.8980 0.3350 42.4730 0.4330
SPECBIN: 7469.5000 7489.0000 19.584 2.9330 0.0300 4.7650 0.0500 6.0220 0.0630 7.9750 0.0840 11.4140 0.1200 16.2160 0.1700 19.8860 0.2090 25.7040 0.2700 36.3800 0.3830 51.4650 0.5410 72.7940 0.7660 89.1580 0.9380 115.1080 1.2110
SPECBIN: 7489.0000 7508.5000 19.584 5.7540 0.0610 9.2570 0.1000 11.6630 0.1270 15.4130 0.1690 22.0330 0.2420 31.2850 0.3450 38.3590 0.4230 49.5760 0.5460 70.1610 0.7730 99.2500 1.0940 140.3790 1.5470 171.9360 1.8950 221.9760 2.4470
SPECBIN: 7508.5000 7528.0000 19.584 8.5460 0.0940 13.6270 0.1540 17.1220 0.1950 22.5840 0.2590 32.2470 0.3710 45.7680 0.5270 56.1090 0.6460 72.5090 0.8350 102.6090 1.1830 145.1450 1.6730 205.2900 2.3660 251.4370 2.8980 324.6130 3.7420
SPECBIN: 7528.0000 7548.0000 19.740 10.3800 0.1160 16.4600 0.1900 20.6490 0.2410 27.2060 0.3200 38.8200 0.4590 55.0810 0.6520 67.5220 0.8000 87.2520 1.0340 123.4660 1.4640 174.6450 2.0710 247.0120 2.9300 302.5370 3.5880 390.5840 4.6330
SPECBIN: 7548.0000 7568.0000 19.914 11.1980 0.1260 17.7160 0.2070 22.2090 0.2620 29.2470 0.3480 41.7220 0.4990 59.1910 0.7100 72.5580 0.8710 93.7570 1.1250 132.6680 1.5930 187.6600 2.2540 265.4180 3.1880 325.0800 3.9040 419.6870 5.0410
SPECBIN: 7568.0000 7588.0000 20.088 11.4800 0.1300 18.1480 0.2130 22.7460 0.2700 29.9490 0.3580 42.7180 0.5130 60.6030 0.7300 74.2870 0.8950 95.9910 1.1570 135.8290 1.6380 192.1300 2.3170 271.7400 3.2780 332.8230 4.0140 429.6830 5.1830
SPECBIN: 7588.0000 7608.0000 20.261 11.5890 0.1310 18.3140 0.2150 22.9510 0.2730 30.2170 0.3620 43.1000 0.5190 61.1430 0.7370 74.9500 0.9050 96.8460 1.1690 137.0390 1.6550 193.8420 2.3420 274.1600 3.3120 335.7870 4.0570 433.5100 5.2370
SPECBIN: 7608.0000 7628.5000 20.435 11.6710 0.1320 18.4410 0.2170 23.1080 0.2750 30.4230 0.3650 43.3920 0.5230 61.5570 0.7430 75.4560 0.9120 97.5010 1.1790 137.9650 1.6680 195.1510 2.3600 276.0120 3.3390 338.0560 4.0890 436.4390 5.2790
SPECBIN: 7628.5000 7649.0000 20.609 11.7460 0.1330 18.5540 0.2180 23.2490 0.2770 30.6070 0.3670 43.6530 0.5270 61.9270 0.7490 75.9100 0.9180 98.0870 1.1870 138.7940 1.6800 196.3230 2.3770 277.6700 3.3620 340.0850 4.1180 439.0600 5.3170
SPECBIN: 7649.0000 7669.5000 20.791 11.8260 0.1340 18.6760 0.2200 23.4010 0.2790 30.8050 0.3700 43.9350 0.5310 62.3260 0.7540 76.3990 0.9250 98.7190 1.1960 139.6870 1.6930 197.5870 2.3950 279.4580 3.3880 342.2750 4.1500 441.8870 5.3580
SPECBIN: 7669.5000 7690.5000 20.965 11.9070 0.1350 18.8010 0.2220 23.5550 0.2810 31.0070 0.3730 44.2220 0.5350 62.7320 0.7600 76.8960 0.9320 99.3600 1.2050 140.5950 1.7060 198.8710 2.4140 281.2740 3.4140 344.5000 4.1820 444.7580 5.3990
SPECBIN: 7690.5000 7711.5000 21.147 11.9830 0.1360 18.9170 0.2230 23.6990 0.2830 31.1950 0.3760 44.4890 0.5390 63.1110 0.7660 77.3600 0.9390 99.9600 1.2140 141.4440 1.7180 200.0710 2.4310 282.9710 3.4390 346.5780 4.2120 447.4410 5.4380
SPECBIN: 7711.5000 7732.5000 21.330 12.0650 0.1370 19.0430 0.2250 23.8550 0.2850 31.3990 0.3790 44.7790 0.5430 63.5210 0.7720 77.8630 0.9460 100.6090 1.2230 142.3620 1.7320 201.3700 2.4500 284.8070 3.4650 348.8270 4.2440 450.3460 5.4800
SPECBIN: 7732.5000 7754.0000 21.512 12.1430 0.1380 19.1610 0.2270 24.0020 0.2870 31.5920 0.3810 45.0520 0.5470 63.9080 0.7770 78.3370 0.9530 101.2220 1.2320 143.2290 1.7440 202.5960 2.4680 286.5420 3.4900 350.9520 4.2750 453.0880 5.5190
SPECBIN: 7754.0000 7775.5000 21.694 12.2260 0.1390 19.2880 0.2280 24.1600 0.2900 31.7980 0.3840 45.3440 0.5510 64.3220 0.7830 78.8440 0.9610 101.8770 1.2420 144.1550 1.7580 203.9060 2.4870 288.3930 3.5170 353.2190 4.3080 456.0160 5.5620
SPECBIN: 7775.5000 7797.0000 21.886 12.3060 0.1400 19.4100 0.2300 24.3100 0.2920 31.9950 0.3870 45.6240 0.5550 64.7180 0.7890 79.3290 0.9680 102.5030 1.2510 145.0410 1.7710 205.1590 2.5050 290.1660 3.5430 355.3910 4.3400 458.8190 5.6030
SPECBIN: 7797.0000 7819.0000 22.068 12.3890 0.1410 19.5360 0.2320 24.4670 0.2940 32.2000 0.3900 45.9150 0.5590 65.1300 0.7950 79.8340 0.9750 103.1560 1.2600 145.9640 1.7840 206.4650 2.5240 292.0130 3.5700 357.6520 4.3730 461.7390 5.6450
SPECBIN: 7819.0000 7841.0000 22.259 12.4710 0.1420 19.6600 0.2330 24.6210 0.2960 32.4010 0.3930 46.2010 0.5630 65.5340 0.8010 80.3290 0.9820 103.7950 1.2700 146.8690 1.7970 207.7440 2.5430 293.8220 3.5960 359.8690 4.4050 464.6000 5.6870
