
MUERR_INCLUDE: zERR 
MUERR_INCLUDE: zPECERR=0.0008 
MUERR_INCLUDE: SIGMA_LENS=0.055000*z 

NVAR: 53 
VARNAMES: CID CIDint IDSURVEY TYPE FIELD CUTFLAG_SNANA zCMB zCMBERR zHD zHDERR VPEC VPEC_ERR HOST_LOGMASS HOST_LOGMASS_ERR SNRMAX1 SNRMAX2 SNRMAX3 PKMJD PKMJDERR x1 x1ERR c cERR mB mBERR x0 x0ERR COV_x1_c COV_x1_x0 COV_c_x0 NDOF FITCHI2 FITPROB RA DECL TGAPMAX TrestMIN TrestMAX MWEBV MU MUMODEL MUERR MUERR_RAW MURES MUPULL ERRCODE biasCor_mu biasCorErr_mu biasCor_mB biasCor_x1 biasCor_c biasScale_muCOV IDSAMPLE 
#  m0_22-<M0avg>  =   -0.00351 +-  0.02229  (0.230 < z < 0.247, N=40) 
#  m0_23-<M0avg>  =   -0.00482 +-  0.02048  (0.247 < z < 0.266, N=48) 
#  m0_24-<M0avg>  =   -0.03721 +-  0.02235  (0.266 < z < 0.286, N=36) 
#  m0_25-<M0avg>  =   -0.00318 +-  0.02172  (0.286 < z < 0.308, N=44) 
#  m0_26-<M0avg>  =    0.03568 +-  0.02147  (0.308 < z < 0.332, N=45) 
#  m0_27-<M0avg>  =    0.00237 +-  0.02300  (0.332 < z < 0.358, N=31) 
#  m0_28-<M0avg>  =   -0.00083 +-  0.02147  (0.358 < z < 0.387, N=38) 
#  m0_29-<M0avg>  =    0.01218 +-  0.03185  (0.387 < z < 0.419, N=18) 
#  m0_30-<M0avg>  =    0.00260 +-  0.02469  (0.419 < z < 0.456, N=31) 
#  m0_31-<M0avg>  =    0.02689 +-  0.02875  (0.456 < z < 0.497, N=20) 
#  m0_32-<M0avg>  =    0.00435 +-  0.02601  (0.497 < z < 0.546, N=27) 
#  m0_33-<M0avg>  =    0.01851 +-  0.02331  (0.546 < z < 0.603, N=30) 
#  m0_34-<M0avg>  =   -0.01389 +-  0.02980  (0.603 < z < 0.673, N=24) 
#  m0_35-<M0avg>  =   -0.02532 +-  0.02632  (0.673 < z < 0.762, N=43) 
#  m0_36-<M0avg>  =    0.01357 +-  0.02485  (0.762 < z < 0.881, N=41) 
#  m0_37-<M0avg>  =    0.03192 +-  0.02844  (0.881 < z < 1.055, N=33) 
#  m0_38-<M0avg>  =    0.00349 +-  0.05639  (1.055 < z < 1.360, N=11) 
#  m0_39-<M0avg>  =   -0.08295 +-  0.07282  (1.360 < z < 2.300, N=8) 
#  M0avg          =    -29.96099 
#  m0-M0avg chi2/dof = 42.4 / 39 
 
SN: 744 744 1 120 82N 1 0.12694 0.00001 0.12679 0.00001 -4.46629e+01 0 10.4700 7.50000e-02 43.4159 37.4260 22.5996 53612.910 0.767 1.3862 0.3154 7.31188e-02 3.34010e-02 19.5649 5.66616e-02 2.67939e-04 1.39830e-05 7.29174e-04 1.16103e-07 -3.72384e-07 31 20.6598 0.9388 329.198486 0.317498 8.8944 2.9429 38.3371 4.96220e-02  38.8656 38.8689  0.1179  0.0781 -0.015 -0.123 0  0.044  0.010  0.043  0.306  0.015  0.980 2 
SN: 1112 1112 1 120 82S 1 0.25609 0.00003 0.25577 0.00003 -9.32007e+01 0 11.3510 5.90000e-02 13.3437 11.8590 8.4720 53630.145 0.698 -6.05060e-01 0.7174 -1.96152e-02 5.30339e-02 21.2850 6.65124e-02 5.49544e-05 3.36652e-06 6.27566e-03 -1.35159e-06 -8.93173e-08 43 26.9584 0.9735 339.017639 -0.375189 9.5730 -6.26189e+00 43.7587 4.48060e-02  40.6745 40.5585  0.1849  0.1854  0.121  0.653 0 -0.071  0.004 -0.029 -0.201  0.004  0.805 2 
SN: 1241 1241 1 120 82S 1 0.08848 0.00001 0.08859 0.00001 33.4806 0 10.6960 0.1030 63.8605 54.2820 40.1992 53635.367 0.078 -5.41876e-01 7.89422e-02 5.79793e-02 2.35467e-02 18.8791 4.22469e-02 5.03928e-04 1.96083e-05 5.95318e-05 -2.73476e-07 -3.48935e-07 56 52.3677 0.6132 337.672516 -0.776589 11.0471 -1.20221e+01 42.0666 5.28040e-02  37.9880 38.0354  0.1047  0.0553 -0.050 -0.478 0 -0.015  0.006  0.009 -0.006  0.008  0.983 2 
SN: 1371 1371 1 120 82S 1 0.11797 0.00003 0.11782 0.00003 -4.34374e+01 0 10.8930 6.70000e-02 63.8619 38.7701 38.7632 53633.305 0.107 0.7897 9.69673e-02 -9.46183e-02 2.11225e-02 18.8032 3.42761e-02 5.40382e-04 1.70596e-05 9.33330e-05 -3.33015e-07 -2.62971e-07 55 72.3801 5.80762e-02 349.373810 0.429384 8.9408 -9.83068e+00 42.8299 3.87860e-02  38.5441 38.6969  0.1050  0.0520 -0.142 -1.355 0  0.019  0.003 -0.017  0.018 -0.011  1.020 2 
SN: 1580 1580 1 120 82S 1 0.18322 0.00500 0.18356 0.00500 102.5032 0 10.7500 4.00000e-02 27.1215 23.5785 16.6583 53634.039 0.209 0.8972 0.2365 -2.76553e-02 3.02880e-02 20.0641 6.55001e-02 1.69192e-04 1.02070e-05 6.02090e-04 -6.28919e-07 -2.21907e-07 67 30.1063 1 45.323063 -0.644066 9.1388 -9.78542e+00 42.5036 0.1053  39.6299 39.7489  0.1329  0.1020 -0.128 -0.963 0  0.008  0.002 -0.005  0.104  0.001  0.955 2 
SN: 1794 1794 1 120 82N 1 0.14070 0.00006 0.14055 0.00006 -4.53562e+01 0 9.2700 7.60000e-02 41.7464 30.9997 22.5872 53624.684 0.549 1.1671 0.3203 4.16375e-02 2.84179e-02 19.8639 5.32871e-02 2.03450e-04 9.98516e-06 3.94800e-04 -4.85062e-08 -2.08665e-07 44 34.5146 0.8466 317.836823 -0.445333 10.5121 -1.31017e+00 44.1557 7.56800e-02  39.2043 39.1118  0.1168  0.0767  0.025  0.210 0  0.013  0.005  0.016  0.187  0.010  0.976 2 
SN: 2031 2031 1 120 82S 1 0.15186 0.00050 0.15171 0.00050 -4.58436e+01 0 9.2040 54.1240 57.1365 45.2261 27.1193 53636.895 0.140 0.4857 0.1435 -1.20502e-01 2.34288e-02 19.4463 4.30226e-02 2.98857e-04 1.18423e-05 2.57569e-05 -2.40675e-07 -1.93315e-07 53 63.0228 0.1631 312.043182 -1.171422 8.5985 -1.27487e+01 43.5752 6.26940e-02  39.1571 39.2929  0.1092  0.0604 -0.128 -1.168 0  0.028  0.004 -0.026 -0.018 -0.019  1.016 2 
SN: 2102 2102 1 120 82S 1 0.09401 0.00050 0.09400 0.00050 -1.53366e+00 0 11.0180 53.9370 98.6983 72.3790 41.7482 53620.203 0.502 1.2633 0.1952 -9.77211e-02 2.38770e-02 18.4256 5.29685e-02 7.65179e-04 3.73298e-05 -7.79237e-04 1.24447e-06 -6.77414e-07 39 36.7758 0.5718 312.220947 0.191135 9.0531 1.8192 44.6520 7.60240e-02  38.2441 38.1721  0.1087  0.0622  0.003  0.027 0  0.024  0.011 -0.017  0.047 -0.011  0.987 2 
SN: 2165 2165 1 120 82N 1 0.28662 0.00500 0.28631 0.00500 -9.14783e+01 0 9.4850 0.1860 14.8102 11.8634 7.8770 53634.355 0.487 0.5213 0.5819 -1.18818e-01 4.39368e-02 21.3476 5.24441e-02 5.18761e-05 2.50576e-06 5.79836e-03 -8.96121e-07 -5.80292e-08 64 33.5057 0.9994 17.091730 -0.096247 7.7913 -1.39691e+01 35.6567 3.07880e-02  41.0458 40.8387  0.1570  0.1536  0.210  1.339 0  0.041  0.004 -0.039 -0.029 -0.028  0.778 2 
SN: 2422 2422 1 120 82N 1 0.26349 0.00500 0.26318 0.00500 -9.38630e+01 0 9.3710 0.1890 20.4539 15.6931 10.8070 53639.633 0.363 1.0383 0.3311 -1.66654e-01 4.00695e-02 20.8968 4.34595e-02 7.85710e-05 3.14502e-06 6.90307e-04 -4.36781e-07 -6.56976e-08 47 41.3420 0.7051 1.994533 0.638195 10.2767 -1.29014e+01 42.3759 3.76680e-02  40.7457 40.6292  0.1488  0.1315  0.121  0.815 0  0.115  0.008 -0.036  0.200 -0.040  0.872 2 
SN: 2635 2635 1 120 82S 1 0.14310 0.00050 0.14167 0.00050 -4.29485e+02 0 9.9710 5.40000e-02 40.2010 35.0107 21.2612 53640.273 0.175 0.8586 0.1370 -3.81702e-02 2.50711e-02 19.5956 5.33844e-02 2.60474e-04 1.28072e-05 9.79052e-05 -1.64911e-07 -2.37887e-07 76 72.3063 0.5988 52.704308 -1.238076 9.4608 -1.12300e+01 41.1391 8.37640e-02  39.1336 39.1305  0.1076  0.0590 -0.065 -0.604 0  0.010  0.002 -0.004  0.052 -0.002  1.000 2 
SN: 2689 2689 1 120 82S 1 0.16035 0.00005 0.16053 0.00005 53.5735 0 11.3510 9.20000e-02 37.4253 30.1427 24.0994 53637.051 0.187 1.3990 0.1962 8.32126e-02 2.79320e-02 19.9949 3.86808e-02 1.80322e-04 6.42423e-06 2.76353e-04 -4.66620e-07 -1.30563e-07 51 83.3583 2.84494e-03 24.900312 -0.758714 7.7722 -1.26151e+01 41.5449 2.86380e-02  39.2676 39.4275  0.1127  0.0750 -0.095 -0.847 0  0.044  0.008  0.038  0.465  0.022  0.926 2 
SN: 2916 2916 1 120 82S 1 0.12303 0.00050 0.12290 0.00050 -3.90730e+01 0 10.0410 8.00000e-03 31.0012 30.1371 21.2575 53643.848 0.164 -7.72014e-01 0.2348 7.22568e-02 3.49286e-02 19.7537 6.20459e-02 2.25165e-04 1.28674e-05 3.19399e-03 -1.53662e-06 -3.63368e-07 45 64.2777 3.10093e-02 315.921722 0.569566 8.8153 -1.48404e+01 38.5170 6.63060e-02  38.7415 38.7958  0.1153  0.0735 -0.044 -0.379 0 -0.026  0.006  0.011 -0.018  0.011  0.985 2 
SN: 2992 2992 1 120 82S 1 0.12608 0.00002 0.12620 0.00002 36.2305 0 10.2310 5.70000e-02 36.1775 36.1772 26.4572 53641.160 0.202 -9.58795e-01 0.1426 0.1108 3.00294e-02 19.8146 5.69339e-02 2.12885e-04 1.11633e-05 1.28569e-04 -1.46721e-07 -2.56617e-07 63 57.9205 0.6574 55.497040 -0.782655 12.2846 -1.21806e+01 40.9832 7.95500e-02  38.7184 38.8580  0.1106  0.0667 -0.151 -1.364 0 -0.034  0.009  0.017 -0.015  0.016  0.975 2 
SN: 3080 3080 1 120 82N 1 0.17315 0.00002 0.17331 0.00002 49.4250 0 10.9610 0.1040 38.7593 31.0024 19.3532 53647.637 0.146 0.1102 0.1922 -4.00194e-02 9.70029e-03 19.9955 2.84914e-02 1.80221e-04 4.72929e-06 8.81193e-05 -3.30217e-07 -1.67683e-08 64 43.4166 0.9773 16.932343 -1.039495 11.0694 -1.04774e+01 43.9917 3.95600e-02  39.4947 39.6108  0.1024  0.0519 -0.125 -1.221 0 -0.009  0.002 -0.014 -0.035 -0.003  0.973 2 
SN: 3087 3087 1 120 82N 1 0.16431 0.00001 0.16448 0.00001 52.3694 0 9.6640 8.70000e-02 32.8876 31.0018 20.4514 53648.895 0.144 0.5321 0.1938 1.29284e-02 2.47205e-02 20.0116 3.77435e-02 1.77572e-04 6.17293e-06 7.02294e-04 -4.45817e-07 -1.10778e-07 64 47.5038 0.9494 20.406706 -0.977236 8.6101 -1.16298e+01 42.3802 3.80980e-02  39.3707 39.4855  0.1086  0.0649 -0.050 -0.464 0 -0.016  0.002 -0.002  0.010  0.005  0.959 2 
SN: 3317 3317 1 120 82N 1 0.15990 0.00003 0.16018 0.00003 83.0564 0 10.0540 6.80000e-02 40.1974 32.8810 20.4534 53646.406 0.171 -5.17505e-01 0.1860 2.75208e-02 2.48855e-02 20.0967 3.49558e-02 1.64175e-04 5.28568e-06 2.15162e-04 -2.89931e-07 -9.31882e-08 69 64.2016 0.6410 26.962612 0.640600 11.2072 -9.51488e+00 44.7011 2.90680e-02  39.2641 39.4223  0.1102  0.0678 -0.094 -0.850 0 -0.031  0.003 -0.002 -0.036  0.008  0.957 2 
SN: 3377 3377 1 120 82N 1 0.24448 0.00050 0.24488 0.00050 120.0125 0 9.6660 0.1940 27.8076 22.1237 14.2315 53645.910 0.328 1.0343 0.3129 -7.33686e-02 3.73119e-02 20.5732 5.82481e-02 1.05854e-04 5.67892e-06 6.08967e-04 -5.17172e-07 -1.32712e-07 50 31.2901 0.9823 54.156151 1.079169 10.4503 -1.40457e+01 42.9653 8.79780e-02  40.2141 40.4511  0.1324  0.1075 -0.234 -1.763 0  0.040  0.003 -0.016  0.210 -0.008  0.893 2 
SN: 3451 3451 1 120 82N 1 0.24835 0.00004 0.24805 0.00004 -8.91284e+01 0 10.8390 0.1150 25.8180 20.0672 14.8265 53645.145 0.326 0.6958 0.3291 -5.14804e-02 3.81384e-02 20.7066 4.73934e-02 9.36180e-05 4.08651e-06 7.82458e-04 -5.68646e-07 -9.21471e-08 43 32.8232 0.8697 334.069244 0.708130 8.0260 -1.35548e+01 43.2336 4.82460e-02  40.3244 40.4828  0.1359  0.1150 -0.154 -1.130 0 -0.003  0.003 -0.022  0.045 -0.004  0.867 2 
SN: 4046 4046 1 120 82N 1 0.27544 0.00500 0.27511 0.00500 -1.00655e+02 0 9.3590 0.3020 14.8189 14.4162 8.8152 53645.840 0.508 0.7723 0.5250 1.78867e-03 4.38098e-02 21.2583 5.14445e-02 5.63236e-05 2.66873e-06 1.44791e-03 -7.99508e-07 -5.73629e-08 59 43.4110 0.9361 354.498322 0.642106 10.1832 -1.37652e+01 41.8155 3.01000e-02  40.7048 40.7393  0.1560  0.1603  0.003  0.018 0 -0.033  0.004 -0.011  0.152  0.015  0.720 2 
SN: 4241 4241 1 120 82N 1 0.33051 0.00050 0.33015 0.00050 -1.10066e+02 0 9.2610 0.2100 11.2349 9.0405 6.2147 53638.488 0.748 0.2715 0.6656 -5.60360e-02 5.66572e-02 21.6992 6.42363e-02 3.75239e-05 2.22006e-06 7.49787e-03 -9.21795e-07 -5.05561e-08 64 45.4119 0.9621 12.237703 -0.905740 9.7598 -9.13218e+00 44.8779 2.72620e-02  41.2805 41.1963  0.1627  0.1918  0.049  0.299 0 -0.070  0.005 -0.053 -0.149 -0.002  0.590 2 
SN: 4679 4679 1 120 82N 1 0.33103 0.00050 0.33070 0.00050 -1.00918e+02 0 9.2250 0.1710 8.9704 7.2042 5.3708 53654.336 0.657 0.9785 0.7409 9.18463e-02 6.07058e-02 21.8273 8.45050e-02 3.33501e-05 2.59570e-06 1.26836e-02 -1.50229e-06 -7.98283e-08 72 56.0379 0.9173 21.528351 0.676858 7.5287 -1.42541e+01 37.4823 2.53700e-02  41.1577 41.2005  0.1460  0.2045 -0.078 -0.537 0 -0.158  0.016 -0.004  0.374  0.070  0.427 2 
SN: 5103 5103 1 120 82N 1 0.16059 0.00001 0.16040 0.00001 -5.76734e+01 0 9.0860 7.40000e-02 41.7435 32.8811 18.6863 53654.621 0.153 -2.27770e-01 0.1539 2.15552e-02 2.73271e-02 20.1021 3.52544e-02 1.63366e-04 5.30456e-06 7.86088e-04 -2.79560e-07 -1.10729e-07 60 47.3570 0.8820 359.884460 0.737165 11.1911 -1.49259e+01 42.6801 2.45100e-02  39.3274 39.4256  0.1089  0.0652 -0.034 -0.309 0 -0.026  0.003 -0.003 -0.030  0.006  0.960 2 
SN: 5533 5533 1 120 82N+82S 1 0.21887 0.00002 0.21861 0.00002 -7.64915e+01 0 9.9590 8.00000e-02 16.9195 13.5190 10.0820 53667.543 0.505 -4.92327e-01 0.4020 5.73253e-03 4.17439e-02 20.9491 5.77344e-02 7.48801e-05 3.98177e-06 4.01570e-03 -6.15215e-07 -1.12953e-07 38 29.5648 0.8626 328.669952 0.413430 9.8370 -1.09222e+01 29.9783 6.30380e-02  40.2105 40.1728  0.1339  0.1115  0.037  0.277 0 -0.055  0.004 -0.015 -0.110  0.008  0.874 2 
SN: 5549 5549 1 120 82N 1 0.11991 0.00002 0.12005 0.00002 41.7910 0 8.7220 9.60000e-02 51.6870 49.3394 31.0007 53666.090 0.106 0.2532 9.83872e-02 1.16795e-02 2.18597e-02 19.3957 3.17766e-02 3.13138e-04 9.16472e-06 3.12417e-04 -1.92067e-07 -1.56479e-07 46 63.0025 4.85070e-02 3.250535 0.248223 11.5943 -1.05038e+01 34.0094 2.88960e-02  38.7075 38.7408  0.1032  0.0504 -0.023 -0.219 0 -0.009  0.003  0.003 -0.006  0.003  1.002 2 
SN: 5635 5635 1 120 82N 1 0.17839 0.00007 0.17818 0.00007 -6.37897e+01 0 9.4830 6.20000e-02 18.3603 17.2014 12.1414 53662.293 0.324 7.03022e-02 0.4067 -2.41075e-02 3.71976e-02 20.6664 5.28587e-02 9.71511e-05 4.72977e-06 4.96103e-03 -9.32927e-07 -1.23413e-07 46 34.1770 0.9008 333.182770 -0.034922 5.9465 -6.83384e+00 35.4671 5.28900e-02  40.0673 39.6773  0.1312  0.0992  0.381  2.905 0 -0.018  0.002 -0.011 -0.037  0.000  0.959 2 
SN: 5957 5957 1 120 82S 1 0.27923 0.00002 0.27900 0.00002 -6.93642e+01 0 10.4630 7.80000e-02 12.8733 11.2491 8.0682 53666.715 0.391 -1.44732e-01 0.4435 -1.18672e-01 4.31296e-02 21.1894 4.88013e-02 6.00127e-05 2.69743e-06 5.55619e-03 -6.56794e-07 -7.13675e-08 56 40.9924 0.9338 34.760574 -0.272839 7.8503 -8.87546e+00 30.1503 3.10460e-02  40.8629 40.7742  0.1363  0.1226  0.126  0.924 0  0.015  0.004 -0.048 -0.213 -0.032  0.803 2 
SN: 5994 5994 1 120 82N 1 0.18581 0.00500 0.18562 0.00500 -5.64590e+01 0 5 10 25.8274 19.7162 13.2012 53665.734 0.274 0.7565 0.2677 -5.25676e-02 3.11823e-02 20.2562 5.67594e-02 1.41746e-04 7.41009e-06 1.53359e-03 -7.08627e-07 -1.59990e-07 56 34.3423 0.9900 312.602539 -0.167889 10.1128 -9.74094e+00 32.3031 7.99800e-02  39.8236 39.7758  0.1355  0.1044  0.037  0.274 0  0.008  0.002 -0.013  0.052 -0.004  0.967 2 
SN: 6057 6057 1 120 82N 1 0.06651 0.00001 0.06641 0.00001 -2.89882e+01 0 10.0710 4.90000e-02 83.5120 72.3782 12.6045 53663.625 0.101 -4.19246e-01 0.1091 0.1165 2.84644e-02 18.4376 6.61135e-02 7.56766e-04 4.60816e-05 -4.64401e-05 -2.00290e-07 -9.70973e-07 36 49.7419 6.34690e-02 52.553604 -0.974586 5.6448 -5.80956e+00 38.1776 0.1005  37.3345 37.3763  0.1106  0.0676 -0.016 -0.148 0 -0.014  0.018  0.024 -0.002  0.012  0.965 2 
SN: 6108 6108 1 120 82N 1 0.25800 0.00050 0.25769 0.00050 -9.19318e+01 0 9.3230 0.1190 14.2214 13.5094 9.5201 53675.148 0.628 0.4560 0.6476 3.82181e-02 4.45177e-02 21.2876 5.44537e-02 5.48247e-05 2.74967e-06 7.76104e-03 -6.68242e-07 -7.48071e-08 30 16.3528 0.9796 1.806597 0.348985 10.3216 -1.49985e+01 23.0808 6.63060e-02  40.6138 40.5770  0.1417  0.1387  0.042  0.294 0 -0.072  0.004 -0.009  0.028  0.022  0.735 2 
SN: 6196 6196 1 120 82N 1 0.27980 0.00006 0.27946 0.00006 -1.01393e+02 0 11.4060 0.1400 11.2450 10.5938 8.3391 53669.473 0.101 -1.41818e+00 0.5775 -1.17349e-02 4.67476e-02 21.3110 5.40773e-02 5.36543e-05 2.67236e-06 7.35809e-03 -7.54906e-07 -8.04390e-08 49 30.0868 0.9885 337.631165 -0.502662 5.4722 -1.18863e+01 27.0651 5.57280e-02  40.6196 40.7783  0.1399  0.1383 -0.121 -0.869 0 -0.140  0.008 -0.044 -0.419  0.010  0.718 2 
SN: 6315 6315 1 120 82N 1 0.26576 0.00050 0.26550 0.00050 -7.85810e+01 0 9.7200 0.2290 25.2167 17.4715 11.1375 53676.680 0.347 -9.90292e-02 0.3722 -1.89367e-01 3.81437e-02 20.6927 5.03657e-02 9.48263e-05 4.39886e-06 1.64226e-03 -4.22480e-07 -9.38237e-08 35 28.8094 0.7604 310.482819 1.091998 5.4817 -6.76117e+00 21.6216 7.40460e-02  40.4545 40.6510  0.1353  0.1135 -0.192 -1.416 0  0.095  0.010 -0.053 -0.188 -0.059  0.872 2 
SN: 6422 6422 1 120 82S 1 0.18500 0.00003 0.18478 0.00003 -6.79563e+01 0 9.7650 9.30000e-02 45.2244 31.9139 20.4505 53667.996 0.268 0.8120 0.2159 -1.03972e-01 2.34194e-02 20.0210 3.28731e-02 1.76037e-04 5.32991e-06 4.17121e-04 -2.10619e-07 -8.80005e-08 50 38.9971 0.8698 349.138794 -0.663224 8.3923 -1.07628e+01 31.3434 3.45720e-02  39.7297 39.7649  0.1099  0.0644 -0.046 -0.418 0  0.031  0.003 -0.024  0.054 -0.015  0.987 2 
SN: 6558 6558 1 118 82S 1 0.05631 0.00001 0.05715 0.00001 251.8741 0 9.7690 6.20000e-02 180.9549 83.5158 35.0184 53675.027 0.092 1.0587 9.15533e-02 -1.97590e-02 2.30990e-02 17.4728 3.29781e-02 1.84029e-03 5.58968e-05 -4.75656e-06 -6.43619e-07 -9.23083e-07 25 52.4766 1.04288e-03 21.701672 -1.238135 11.3451 -1.01075e+01 28.6083 3.32820e-02  36.9907 37.0359  0.1074  0.0637  0.008  0.073 0  0.005  0.009  0.000  0.028 -0.000  0.950 2 
SN: 6924 6924 1 120 82S 1 0.32640 0.00500 0.32601 0.00500 -1.17810e+02 0 5 10 14.0281 12.1352 8.1399 53674.641 0.699 1.0089 0.8023 -6.89542e-02 4.33498e-02 21.3865 4.91315e-02 5.00477e-05 2.26475e-06 9.31237e-03 -1.14270e-06 -4.40534e-08 47 35.3251 0.8945 358.969330 0.876966 9.0332 -1.45984e+01 23.0228 2.72620e-02  41.0209 41.1644  0.1529  0.1729 -0.179 -1.172 0  0.029  0.005 -0.024  0.296 -0.003  0.616 2 
SN: 7147 7147 1 120 82N 1 0.10886 0.00002 0.10902 0.00002 49.4099 0 10.5620 6.40000e-02 67.8528 49.3418 30.1418 53679.668 0.133 -1.94443e+00 0.1577 -8.81059e-02 2.33109e-02 19.2222 3.44153e-02 3.67400e-04 1.16457e-05 2.65024e-04 -1.04825e-07 -1.87109e-07 36 41.4032 0.2466 350.018463 -0.055446 11.7094 -1.47986e+01 22.0854 3.71520e-02  38.5239 38.5158  0.1086  0.0599 -0.038 -0.346 0  0.017  0.008 -0.016 -0.021 -0.012  1.010 2 
SN: 7243 7243 1 120 82S 1 0.20323 0.00001 0.20299 0.00001 -7.08172e+01 0 9.2250 0.1110 23.5728 13.1889 10.0106 53686.262 0.337 0.7117 0.3883 -1.84562e-02 4.08926e-02 20.5576 6.46969e-02 1.07385e-04 6.39887e-06 3.01665e-03 -8.68482e-07 -1.66665e-07 24 8.2460 0.9993 328.079071 0.471930 10.7561 -1.42064e+01 15.6592 8.63440e-02  40.0362 39.9923  0.1397  0.1140  0.052  0.370 0 -0.013  0.002 -0.010  0.035  0.003  0.926 2 
SN: 7779 7779 1 120 82N+82S 1 0.37986 0.00050 0.37949 0.00050 -1.11136e+02 0 11.1740 0.1530 10.2582 9.6048 7.5333 53675.918 0.758 0.3694 0.8979 -1.49235e-01 4.88507e-02 21.6851 5.67605e-02 3.80170e-05 1.98747e-06 1.34601e-02 -9.05232e-07 -2.54337e-08 52 41.0296 0.8634 310.080200 -0.007178 8.6909 -1.43416e+01 20.3825 5.65880e-02  41.5200 41.5498  0.1493  0.1890 -0.029 -0.194 0  0.026  0.013 -0.068 -0.204 -0.041  0.508 2 
SN: 7847 7847 1 120 82N 1 0.21160 0.00008 0.21198 0.00008 116.0501 0 10.6960 0.1240 18.6819 17.1959 12.2791 53682.020 0.188 0.1312 0.3163 0.1230 3.55284e-02 20.9433 4.18614e-02 7.52819e-05 2.90255e-06 1.92034e-03 -3.75649e-07 -7.28717e-08 36 32.7438 0.6689 32.459949 -0.061799 4.9381 -1.28591e+01 18.3803 2.27900e-02  40.0373 40.0977  0.1182  0.0971 -0.053 -0.446 0 -0.093  0.008  0.013 -0.006  0.035  0.798 2 
