# snid z logmass logsfr logssfr SDSSu PS1g umg chi2 nbands
2002bz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002cd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002ck -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002cr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002cx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002de -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002dj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002do -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002dp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002er -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002es -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002eu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002fb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002fk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002ha -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002hd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002he -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002hw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2002kf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003ae -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003ai -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003cg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003ch -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003cq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003du -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003fa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003hu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003ic -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003it -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003iv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003kc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2003kf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2004ap -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2004as -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2004bg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2004ef 0.030 10.4393 1.11704 -9.32225 15.119 -21.567 36.686 5429.86 24 
2004eo 0.015 11.0223 0.554333 -10.468 12.795 -22.097 34.892 9613.21 24 
2004ey 0.015 9.67164 0.56188 -9.10976 15.249 -20.185 35.434 5193.61 24 
2004fu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2004gc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2004gs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2004gu 0.047 10.0903 0.0570352 -10.0332 17.465 -20.124 37.589 2192.94 24 
2005ag 0.080 10.7063 0.97588 -9.7304 16.611 -22.229 38.84 4509.94 24 
2005al 0.013 10.733 -1.0312 -11.7642 13.811 -21.224 35.035 6344.64 24 
2005am -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005be -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005bg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005bl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005bo -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005cf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005df -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005dv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005el 0.015 10.8262 0.731875 -10.0943 13.246 -21.332 34.578 9832.34 24 
2005eq 0.028 10.4649 1.28292 -9.18196 14.857 -21.854 36.711 6685.51 24 
2005eu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005hc 0.045 10.3067 0.576259 -9.7304 16.328 -21.528 37.855999999999995 2527.15 24 
2005hf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005hj 0.056 9.2627 -0.4677 -9.7304 19.436 -18.908 38.344 391.043 24 
2005hk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005iq 0.033 10.3175 1.1355 -9.18196 15.549 -21.478 37.027 4272.3 24 
2005ir -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005kc 0.014 10.6239 0.893509 -9.7304 12.862 -22.059 34.921 8651.65 24 
2005ke -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005ki 0.021 10.9024 -9.87215 -20.7745 13.915 -22.154 36.069 6197.51 24 
2005ls -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005lu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005lz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005mc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005ms -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005mz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2005na 0.027 10.9832 1.33651 -9.64667 14.063 -22.26 36.323 6246.67 24 
2006ac -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ah -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ak -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006al -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006an -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ar -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ax 0.018 10.468 0.846807 -9.62123 14.379 -21.35 35.729 7699.04 24 
2006az -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006br -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006bz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ct -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006cz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006dm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ef -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ej -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006em -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006en -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006eq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006et 0.022 10.8557 0.387773 -10.468 14.146 -21.724 35.870000000000005 9959.88 24 
2006eu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ev -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006gj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006gr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006gt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ha -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006hb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006hn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006hx 0.044 10.1227 -1.01305 -11.1357 17.17 -20.767 37.937 1898.9 24 
2006is 0.031 7.73312 -1.31656 -9.04969 21.926 -16.524 38.45 498.928 24 
2006je -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ke -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006kf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006le -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006lf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006lu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006mo -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006mq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006mr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006nz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006oa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ob -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006on -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006or -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006os -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ot -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006ou -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006py -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006qo -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006sr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006td -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2006te -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ae -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007af -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ai 0.032 10.7137 1.43543 -9.27824 14.661 -22.235 36.896 7653.91 24 
2007aj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007al -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ap -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ar -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007as 0.018 10.2235 0.639124 -9.58437 14.6 -20.742 35.342 4524.12 24 
2007au -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ax -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ba -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007bc 0.022 10.5108 0.78044 -9.7304 14.237 -21.794 36.031 6859.79 24 
2007bd 0.032 10.4731 0.742693 -9.7304 15.16 -21.904 37.064 4948.47 24 
2007bj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007bm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007bz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ca 0.015 10.1178 -0.21653 -10.3344 15.711 -19.896 35.607 5814.27 24 
2007cb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007cc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007cg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ci -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007cn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007co -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007cp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007cq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007cs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007cv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ev -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007fb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007fq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007fs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007hg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007hj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007hu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007hx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007if -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ir -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007is -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007jd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007jg 0.036 8.93571 -0.24625 -9.18196 19.227 -18.473 37.7 351.469 24 
2007jh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007kd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007kg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007kh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007kk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007le -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007mm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007nq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ob -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ol -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007on -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007qe -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007rx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007so -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007sr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ss -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007st -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007su -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007sw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2007ux -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ac -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ad -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ae -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008af -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ai -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ar 0.027 10.0027 0.760039 -9.24268 15.946 -20.654 36.6 4164.58 24 
2008at -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008bc 0.016 9.92625 0.341888 -9.58437 15.011 -19.922 34.933 5448.98 24 
2008bd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008bf 0.025 11.1365 -0.627677 -11.7642 14.216 -22.208 36.424 6327.52 24 
2008bi -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008bq 0.035 10.9177 1.33336 -9.58437 14.337 -22.41 36.747 2194.53 24 
2008bt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008bw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008by -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008bz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008cc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008cd -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008cf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008dh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008dr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ds -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008dt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008dx -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ec -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008eg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ek -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008eo -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008eq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ff -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008fw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008gb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008gg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008gl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008go -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008gp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008hj -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008hm -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008hs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008hu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008hv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2008ia -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009aa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009ab -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009ad -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009ag -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009al -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009an -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009bv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009cz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009dc -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009do -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009ds -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009ee -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009eu -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009fv -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009gf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009hn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009hp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009ig -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009jb -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009jr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009kk -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009kq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009le -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009lf -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009li -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009na -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2009nq -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010ag -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010ao -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010cr -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010dt -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010dw -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010el -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010gn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010gp -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010hs -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010ih -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010ii -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010jn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010ju -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010kg -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2010ko -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011aa -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011ao -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011ay -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011by -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011de -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011df -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011dl -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011dn -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011dz -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
2011eh -99.000 -99.0 -99.0 0.0 -99.99 -99.99 0.0 10000000000.0 24 
