TRANSIENT_NAME DLR SPECZ MAG_AUTO_G MAGERR_AUTO_G MAG_AUTO_R MAGERR_AUTO_R MAG_AUTO_I MAGERR_AUTO_I MAG_AUTO_Z MAGERR_AUTO_Z
DES16X3cry 0.9303882832372952 -9.99899959564209 25.584157943725582 0.0886027440428733 24.614532470703125 0.0380736105144023 24.08329391479492 0.0364896096289157 23.969053268432617 0.0489031411707401
DES16S1bno 3.6696645453368446 0.1537099927663803 22.976709365844727 0.0191774982959032 22.36334800720215 0.0139902671799063 22.13431167602539 0.0175553411245346 22.03925132751465 0.0219719335436821
DES16E2cxw 0.2845716776208485 0.2924099862575531 21.866914749145508 0.0098828095942735 20.55599594116211 0.0035747443325817 20.11710929870605 0.0033122743479907 19.80966758728028 0.0034280130639672
DES16X2crr 0.7060260663987356 0.3118599951267242 21.856603622436523 0.0088810008019208 20.856121063232425 0.0042163301259279 20.436124801635746 0.003741577733308 20.146289825439453 0.0037512315902858
DES16E2clk 0.4289200025377718 0.3670400083065033 23.1369743347168 0.022246453911066 22.253257751464844 0.0117643820121884 22.02451133728028 0.0136576583608984 21.903539657592773 0.0163940899074077
DES16C2cva 0.2502205753759302 0.4034099876880646 22.89139938354492 0.0196560528129339 21.926368713378903 0.0106700221076607 21.61760139465332 0.0111848339438438 21.35492897033692 0.0111609548330307
DES15X2kvt 1.554106605558172 0.4047400057315826 21.65874671936035 0.010583508759737 20.06769180297852 0.0030462068971246 19.46096420288086 0.0021349333692342 19.11143493652344 0.0023058778606355
DES15E2nlz 1.8161360953824863 0.4099999964237213 24.7568302154541 0.0727718695998191 23.647045135498047 0.036255445331335 23.514461517333984 0.0441881045699119 23.303096771240234 0.0559198893606662
DES15C1nhv 1.0343866365061911 0.4204699993133545 22.447227478027344 0.016889538615942 21.36073303222656 0.0087511343881487 20.96331214904785 0.0076865325681865 20.66927528381348 0.0090735871344804
DES16E2cqq 0.4877589009568011 0.4253900051116943 23.276966094970703 0.0248602274805307 22.400388717651367 0.0143478969112038 22.184778213500977 0.0167331136763095 21.97389411926269 0.0182367786765098
DES16X1cpf 0.3482385950757057 0.4370700120925903 22.78372573852539 0.0246797669678926 21.351486206054688 0.0073096696287393 20.84321403503418 0.0055862353183329 20.556655883789062 0.0055024460889399
DES15E2mhy 0.4971653944172823 0.4386700093746185 23.168834686279297 0.0211461707949638 22.120943069458008 0.010534624569118 21.77526092529297 0.0109692011028528 21.38716506958008 0.0114016821607947
DES16E1dcx 1.2637334251361598 0.452210009098053 22.493200302124023 0.0147722419351339 20.881988525390625 0.0041532292962074 20.23969268798828 0.0033002204727381 19.820850372314453 0.0029044244438409
DES15X2nkz 1.4628740058869585 0.4699800014495849 22.376935958862305 0.0155320549383759 21.40962791442871 0.0079340077936649 21.128314971923828 0.0075156288221478 20.85795783996582 0.0095025496557354
DES16S2afz 0.974379414482047 0.48199999 24.178363800048828 0.057626761496067 23.360700607299805 0.0385877788066864 22.98514175415039 0.0320657603442668 22.471460342407227 0.0259778369218111
DES16X3zd 0.8788017290050509 0.493 22.4514217376709 0.0114868935197591 21.22705078125 0.0037501349579542 20.68228530883789 0.0035751047544181 20.357929229736328 0.0040519945323467
DES16E2rd 0.4016911374624689 0.4934799969196319 21.66174697875977 0.0108612943440675 19.95472526550293 0.0026181903667747 19.27472877502441 0.00213477271609 18.90161895751953 0.0018745141569525
DES16S1agd 0.5653909718862337 0.5038999915122986 22.709503173828125 0.0164809767156839 21.726377487182617 0.0084939021617174 21.458568572998047 0.0093192551285028 21.1992244720459 0.0094132469967007
DES15C3odz 1.6177754670513582 0.5067700147628784 22.769529342651367 0.0095055196434259 21.96173667907715 0.0051202499307692 21.75138092041016 0.0055353413335978 21.50941467285156 0.008796265348792
DES16C1cim 0.4618956783626649 0.5305799841880798 23.56349372863769 0.0224216263741254 22.81398582458496 0.0168801378458738 22.689197540283203 0.0180763639509677 22.66339683532715 0.0253201518207788
DES16C3cmy 2.532091581452982 0.5570799708366394 21.513145446777344 0.0045519303530454 20.368865966796875 0.0015558009035885 19.847490310668945 0.0014257446164265 19.49582290649414 0.001848034793511
DES15E2uc 1.049190537886527 0.5655500292778015 24.40139579772949 0.0495223775506019 23.79223823547364 0.0392621979117393 23.59955596923828 0.0485152043402195 23.69097900390625 0.073296919465065
DES15X2mey 0.4565011592990403 0.6075000166893005 24.200550079345703 0.05753019079566 23.19759178161621 0.0270475223660469 22.76627349853516 0.0254084672778844 22.513919830322266 0.029701966792345
