Name    |             z|Survey|        RAdeg         DEdeg|       umagg|       gmagg|       rmagg|       imagg|       zmagg|     e_umagg|     e_gmagg|     e_rmagg|     e_imagg|     e_zmagg|       umagl|       gmagl|       rmagl|       imagl|       zmagl|     e_umagl|     e_gmagl|     e_rmagl|     e_imagl|     e_zmagl|         Ful|         Fgl|         Frl|         Fil|         Fzl|       e_Ful|       e_Fgl|       e_Frl|       e_Fil|       e_Fzl|          U-Vl|        e_U-Vl|          U-Vg|        e_U-Vg|          logMs|        e_logMs|      Dist
sn2005hw|0.409464082675|SDSS  |  2.368614000   1.154935000|         ---|   21.259222|   20.736608|   20.164573|   20.718138|         ---|    0.108644|    0.110866|    0.105704|    0.634790|   24.573964|   27.183100|   24.709764|   23.860830|   24.331708|    0.922177|    3.358166|    0.577852|    0.428129|    2.369995|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 0.99960175850| 0.10640416510|  10.9840000000|   0.1790000000|148.720667
sn2005hv|0.178397209358|SDSS  |-26.817240000  -0.034922000|   21.220833|   20.516577|   20.058233|   19.564810|   19.527687|    0.249210|    0.052493|    0.060597|    0.059903|    0.229230|   22.116065|   21.438748|   20.916686|   20.590742|   20.549246|    0.151043|    0.035177|    0.035863|    0.040131|    0.146069|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.13623139430| 0.06182380380| 0.20464815210| 0.07960577890|   9.7467528800|   0.1313085042|  1.744047
sn2005ia|0.250370230973|SDSS  | 17.895966000  -0.005896000|   21.478868|   21.115918|   20.737221|   20.542744|   20.806607|    0.311797|    0.082329|    0.089905|    0.121233|    0.629322|   24.768855|   23.376401|   22.937806|   22.432657|   21.975643|    1.309876|    0.139923|    0.142587|    0.144022|    0.380571|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.21109048250| 0.13699451940| 0.02827195930| 0.10878555210|   9.1070000000|   0.3045000000|145.172651
sn2005jz|0.251741601299|SDSS  | 22.862734000  -0.631618000|   22.233075|   21.296491|   20.531808|   20.071830|   19.635589|    0.691660|    0.111285|    0.087175|    0.078690|    0.203168|   24.253570|   25.309997|   25.053733|   24.866668|         ---|    0.838283|    0.826669|    1.030891|    1.197201|         ---|    0.000000|    0.000000|    0.000000|    0.000000|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 0.44286279150| 0.07960242270|  10.1250004130|   0.0983659275| 21.427018
sn2005ib|0.391600791988|SDSS  | 22.857040000  -0.603384000|   24.607343|   21.486617|   20.189641|   19.265728|   18.402631|    7.500974|    0.138432|    0.068640|    0.042735|    0.076675|   23.929451|   24.113388|   23.393205|   23.002215|   22.746224|    0.574038|    0.223163|    0.185141|    0.185409|    0.574652|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.00958446840| 0.22468159640| 0.00099885830| 0.15676456100|   9.6810000000|   0.2730000000| 81.456902
sn2005hz|0.129284141189|SDSS  | 11.634153000   0.838215000|   20.464429|   19.160351|   18.253540|   17.786679|   17.543354|    0.164600|    0.020453|    0.014123|    0.016689|    0.046133|   22.042591|   20.366549|   19.410874|   18.941710|   18.603040|    0.190097|    0.019734|    0.013055|    0.014449|    0.034393|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.89888940570| 0.03123731000| 0.81802493310| 0.03273591540|  10.6186220285|   0.0400498389|  1.059661
sn2005hc|0.045664550819|SDSS  | 29.199791000  -0.213720000|   17.348927|   15.905642|   15.129284|   14.779493|   14.463768|    0.033433|    0.003825|    0.002833|    0.002899|    0.009098|   20.472320|   19.086384|   18.459692|   18.153214|   17.821309|    0.102867|    0.012912|    0.010802|    0.011366|    0.034503|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.58367020450| 0.02438863640| 0.76563561330| 0.02401382260|  10.8513573553|   0.0330695521|  8.001976
sn2005ie|0.279227962930|SDSS  | 34.760574000  -0.272839000|   21.438170|   20.748122|   19.808499|   19.454944|   19.008558|    0.299046|    0.067155|    0.044727|    0.048728|    0.130274|   25.711001|   26.222269|         ---|         ---|   24.293667|    2.615601|    1.749516|         ---|         ---|    2.886871|    0.000000|    0.000000|   -0.000000|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 0.45408695860| 0.05541157140|  10.4737059744|   0.0714128839| 11.569117
sn2005it|0.308216001865|SDSS  | 16.190392000   0.513917000|         ---|   20.357977|   19.221851|   18.871521|   18.387662|         ---|    0.047187|    0.025096|    0.030084|    0.062716|   25.741613|   24.850590|   23.821623|   23.211146|   22.850804|    2.332867|    0.467785|    0.272675|    0.260150|    0.608547|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.32773641010| 0.12301627610| 0.60237899480| 0.03364786780|  10.9434334759|   0.0441246357| 11.209946
sn2005if|0.066509427561|SDSS  | 52.553604000  -0.974586000|   18.870731|   17.769825|   17.232394|   16.874874|   16.665957|    0.055942|    0.011011|    0.008246|    0.009966|    0.028366|   20.182564|   18.988754|   18.391572|   18.015832|   17.834019|    0.055799|    0.010977|    0.008029|    0.008938|    0.024430|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.41693264650| 0.02993826250| 0.33855612320| 0.02995071580|  10.0819239378|   0.0707713408|  0.224665
sn2005ka|0.316138657639|SDSS  |-26.516859000   1.086488000|   21.454937|   19.204947|   17.846691|   16.736940|   16.084322|    0.355022|    0.021155|    0.008051|    0.004929|    0.009480|   24.941067|   24.570502|   23.525218|   22.840299|   22.358508|    1.397517|    0.444035|    0.210210|    0.182379|    0.426664|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.40641712180| 0.09424281840| 0.26747582830| 0.07313254340|  10.2930000000|   0.1340000000| 99.847592
sn2005ih|0.258002037456|SDSS  |  1.806597000   0.348985000|   19.861926|   17.410052|   16.046190|   15.424504|   15.014600|    0.088805|    0.004316|    0.002260|    0.001935|    0.005179|   26.338553|   23.551864|   22.882942|   22.721895|   21.773196|    6.051183|    0.163556|    0.141137|    0.187381|    0.387789|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.14341100800| 0.18228892670|-0.12638198970| 0.14564605100|   8.9790000000|   0.6060000000|225.830886
sn2005jy|0.270911520209|SDSS  |-11.535005000   1.256988000|   22.270752|   21.217038|   20.120108|   19.625845|   19.070051|    0.690757|    0.122967|    0.054523|    0.058432|    0.124607|         ---|   24.576924|   23.822173|   23.511442|         ---|         ---|    0.479132|    0.289945|    0.366761|         ---|   -0.000000|    0.000000|    0.000000|    0.000000|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.06036526310| 0.21370863110|-0.07287663820| 0.15171848370|   9.3200000000|   0.1895000000| 90.062571
sn2005ig|0.279806943047|SDSS  |-22.368843000  -0.502662000|   22.562837|   20.958154|   19.371062|   18.797263|   18.320001|    0.975425|    0.079755|    0.033175|    0.028808|    0.070752|   24.060226|   23.031662|   21.448969|   20.904219|   20.407351|    0.681874|    0.100031|    0.043267|    0.037597|    0.088004|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.98799167250| 0.07413809380| 1.03144380810| 0.09012977480|  11.0947818596|   0.0477543652|  4.195090
sn2005ii|0.293534034273|SDSS  |  3.265553000  -0.620118000|   21.946896|   21.019556|   20.463740|   20.063080|   19.503157|    0.596093|    0.088735|    0.090243|    0.089584|    0.203494|   23.610294|   22.906677|   22.248410|   21.942184|   21.822475|    0.474605|    0.091788|    0.082948|    0.087620|    0.290912|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.13585529140| 0.09957461330| 0.20187083550| 0.08533952240|  10.0247381069|   0.1287593676|  2.853192
sn2005jk|0.189787302275|SDSS  | 26.497623000   1.195954000|   20.514602|   19.465861|   18.675413|   18.295645|   18.260255|    0.211165|    0.037885|    0.023370|    0.027584|    0.092941|   22.668598|   21.641774|   20.671818|   20.184955|   19.825436|    0.239164|    0.046307|    0.025832|    0.026335|    0.062647|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.76074936360| 0.05106862660| 0.47651312610| 0.03893269010|  10.5357643455|   0.0602382685|  0.496939
sn2005ix|0.265771869182|SDSS  |-49.517178000   1.091998000|   17.399702|   15.875381|   15.513470|   15.348113|   15.038573|    0.013443|    0.001894|    0.001764|    0.001850|    0.004619|   25.147612|   23.819082|   23.906985|   23.149486|   25.050558|    2.320571|    0.243190|    0.357560|    0.261874|    6.220476|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|-0.15350890930| 0.24018943320| 0.35280187140| 0.12063269370|   9.9320000000|   0.4800000000| 91.494540
sn2005ij|0.123759741145|SDSS  | 46.088615000  -1.062960000|   19.963087|   18.709013|         ---|   20.764994|   17.269192|    0.134513|    0.021080|         ---|    0.327473|    0.049219|   21.975147|   20.403869|   19.576040|   19.081386|   18.778279|    0.183759|    0.023656|    0.015986|    0.016036|    0.043117|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.71739748390| 0.02960799300| 0.50733410140| 0.05522508960|  10.4306827393|   0.0960960426|  0.560458
sn2005id|0.185006791627|SDSS  |-10.861195000  -0.663224000|   25.230431|   21.274919|   20.481678|   20.153384|   19.910029|   11.030240|    0.111528|    0.086210|    0.091732|    0.281972|   24.077453|   22.502116|   21.715494|   21.383031|   20.922468|    0.908700|    0.086652|    0.066874|    0.069426|    0.172221|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.46106258120| 0.07850374590| 0.39704591950| 0.11072328440|   9.7715676535|   0.1602125245|  1.724895
sn2005hj|0.056856293464|SDSS  | 21.701672000  -1.238135000|   20.253405|   18.971770|   18.267604|   17.870811|   17.528877|    0.115995|    0.020287|    0.013739|    0.014503|    0.035705|   20.631760|   19.284311|   18.590087|   18.199319|   17.906749|    0.091455|    0.015686|    0.010880|    0.011311|    0.028280|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.66086143580| 0.03395998900| 0.68005261410| 0.03306500510|   9.7934906275|   0.0428835947|  0.505886
sn2005ik|0.309156671555|SDSS  |-37.185024000  -1.056985000|   15.695294|   14.381159|   14.919497|   14.369212|   13.747366|    0.003984|    0.000887|    0.001275|    0.001107|    0.002006|   25.336309|   24.771370|   23.143470|   22.490791|   22.142565|    2.102789|    0.611636|    0.180373|    0.162604|    0.442100|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.53252283330| 0.10672440680| 0.70971946520| 0.07010264320|  10.3910000000|   0.1035000000| 65.307982
sn2005iu|0.089327213383|SDSS  |-54.934990000   0.217341000|   19.179083|   17.578435|   16.896497|   16.646340|   16.267356|    0.058237|    0.005605|    0.005019|    0.005508|    0.019667|   19.592821|   18.071133|   17.412182|   17.196823|   16.840746|    0.035184|    0.004850|    0.004074|    0.004226|    0.013012|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.35963523480| 0.04524409720| 0.39831589010| 0.02610723160|  10.6078803647|   0.0639800653|  0.876738
sn2005iz|0.202681357221|SDSS  |-31.931389000   0.267062000|   21.969251|   19.996296|   18.496850|   17.937740|   17.569700|    0.573385|    0.032944|    0.014511|    0.013651|    0.048584|         ---|   28.758611|   27.248073|   27.111248|         ---|         ---|   21.010251|    9.023679|   12.696376|         ---|   -0.000000|    0.000000|    0.000000|    0.000000|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 1.24152890680| 0.03744246640|  11.1676745408|   0.0407481959| 36.293713
sn2005jl|0.178906548738|SDSS  |-36.766190000  -0.699781000|   20.882973|   20.022575|   19.355539|   18.987438|   18.574717|    0.307717|    0.045445|    0.037552|    0.045919|    0.123522|   23.965808|   22.057208|   21.101664|   20.657123|   20.474118|    1.035458|    0.062800|    0.040285|    0.044271|    0.142607|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.65915573400| 0.05656947130| 0.38686643200| 0.05572109570|  10.1832053900|   0.0777713474|  1.483108
sn2005jg|0.303544227990|SDSS  |-14.737640000  -0.207367000|   22.922627|   21.031110|   20.469366|   20.083564|   19.451488|    1.470257|    0.089724|    0.087268|    0.087083|    0.193048|         ---|   24.705624|   24.710082|   24.037992|   22.572420|         ---|    0.431115|    0.700496|    0.538618|    0.558723|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|-0.01516022670| 0.22499908360| 0.18286473800| 0.09127013010|  10.0336079807|   0.1444742287|  9.369942
sn2005jh|0.108860488809|SDSS  | -9.981533000  -0.055446000|   21.443651|   19.283232|   18.233975|   17.814831|   17.536351|    0.341591|    0.019740|    0.013002|    0.013288|    0.039643|   22.044478|   19.934479|   18.876941|   18.443193|   18.090354|    0.216995|    0.015558|    0.010128|    0.009909|    0.025674|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 1.11570907170| 0.03825520490| 0.92806652350| 0.06358800530|  10.5162219542|   0.0498375557|  1.173923
sn2005jm|0.203233018110|SDSS  |-31.920916000   0.471930000|   21.318881|   20.649641|   20.142596|   19.865477|   20.215595|    0.273922|    0.062315|    0.061372|    0.081818|    0.389724|   24.425640|   23.795295|   23.143448|   22.825899|   22.772455|    1.044881|    0.246781|    0.213059|    0.273151|    0.896324|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.09383037160| 0.21509515730|-0.22945109850| 0.13130663610|   8.9450000000|   0.2345000000| 59.243133
sn2005ji|0.214572417094|SDSS  |  4.326408000  -0.257275000|   22.820966|   21.492282|   20.953690|   20.369736|   19.979353|    1.034422|    0.134867|    0.133090|    0.116125|    0.309254|   25.515960|   23.946549|   23.368357|   22.920612|   22.438037|    2.594260|    0.274348|    0.259890|    0.256282|    0.624840|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.24128268760| 0.17644288470| 0.24810575190| 0.15506269710|   8.4740000000|   0.5535000000|154.408650
sn2005jw|0.379872184424|SDSS  |-49.919785000  -0.007178000|   22.261893|   21.558229|   20.696941|   20.209460|   19.626264|    0.651497|    0.132337|    0.112732|    0.113407|    0.287474|   25.708541|   25.555266|   24.134759|   24.061894|   22.615940|    2.194240|    0.737406|    0.377824|    0.552749|    0.636219|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.17058105840| 0.17419897350| 1.03500363980| 0.11946250350|  10.9910000000|   0.0540000000| 52.965177
sn2005jp|0.211596771257|SDSS  | 32.459949000  -0.061799000|   22.006051|   20.576563|   19.518104|   19.002010|   18.544399|    0.599680|    0.056096|    0.036807|    0.035291|    0.093303|   23.743348|   22.027610|   20.821479|   20.310264|   20.034746|    0.640248|    0.051346|    0.029765|    0.028103|    0.082430|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.91586449330| 0.04167466940| 0.82934986320| 0.06051588550|  10.6242963544|   0.0513319578|  2.965719
sn2005ir|0.074892633494|SDSS  | 19.182510000   0.794628000|   18.645109|   17.477377|   16.953532|   16.574238|   16.334977|    0.050651|    0.007368|    0.007007|    0.008793|    0.023820|   20.244007|   19.375548|   18.974812|   18.611992|   18.466302|    0.059857|    0.012313|    0.012375|    0.015186|    0.043198|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.26625795390| 0.04344508980| 0.45481038330| 0.03119003190|  10.3835191295|   0.0659444356|  4.932877
sn2005ju|0.257597556876|SDSS  | 39.116806000   0.511273000|   21.543950|   19.910099|   18.606983|   18.084377|   17.773967|    0.284572|    0.029815|    0.013926|    0.014530|    0.034881|   25.321381|   24.322279|   23.401208|   22.599199|   23.091484|    1.835895|    0.334495|    0.215838|    0.177679|    0.902491|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.42028312650| 0.10495190470| 1.00405292920| 0.05144327390|  11.1346747210|   0.0542653032| 15.351362
sn2005ko|0.184683918520|SDSS  | -2.479074000  -0.921379000|   22.920801|   21.559192|   20.510757|   19.981045|   19.876871|    1.276097|    0.179245|    0.092235|    0.096341|    0.334562|   24.230868|   23.151812|   21.605693|   21.014953|   20.700399|    1.014234|    0.186748|    0.063022|    0.061366|    0.171583|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.99169480250| 0.06449506140| 1.01769547310| 0.07466397270|  10.3450000000|   0.1930000000|117.712614
sn2005mi|0.213536000444|SDSS  |-24.738964000  -0.748159000|   20.672164|   19.460713|   18.530236|   18.103573|   17.854475|    0.268009|    0.031057|    0.020720|    0.020704|    0.069603|   23.221251|   21.440441|   20.243946|   19.652370|   19.362567|    0.486518|    0.038178|    0.020910|    0.017323|    0.051646|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.92825694150| 0.04303744810| 0.56944076630| 0.03103712160|  10.8723417828|   0.0462836582|  0.487527
sn2005jt|0.360228242817|SDSS  | 42.667336000  -0.065960000|   22.927793|   21.380574|   20.073164|   19.791332|   19.264995|    1.415589|    0.126172|    0.067063|    0.081819|    0.205026|         ---|         ---|   24.782633|   25.964610|   22.265151|         ---|         ---|    0.737741|    3.458080|    0.474836|   -0.000000|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 0.24643370920| 0.07595177480|  10.3950000000|   0.2980000000| 82.230013
sn2005kp|0.116280141846|SDSS  |  7.721481000  -0.718848000|   20.992072|   20.280804|   19.871282|   19.587730|   19.286877|    0.209318|    0.044716|    0.049128|    0.054235|    0.145415|   22.137238|   21.067353|   20.698172|   20.471553|   20.192147|    0.214135|    0.035251|    0.038722|    0.043905|    0.118106|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.13622227950| 0.04543292330| 0.18856167110| 0.08293168510|   9.3221820499|   0.1054890949|  1.840831
sn2005ld|0.144100252109|SDSS  |-34.998005000  -0.007925000|   20.981416|   19.682388|   18.958068|   18.559186|   18.315775|    0.232836|    0.029407|    0.026437|    0.028660|    0.091287|   22.223218|   20.781209|   20.054221|   19.683811|   19.496522|    0.188951|    0.023972|    0.020473|    0.021968|    0.069244|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.49764905720| 0.04072343720| 0.51261908120| 0.04101580360|  10.2469669072|   0.0625861159|  0.053368
sn2005le|0.252493501724|SDSS  |-22.115431000  -0.493577000|         ---|   21.795478|   20.301325|   19.197569|   18.363899|         ---|    0.172445|    0.078571|    0.041941|    0.075343|         ---|   24.420081|   23.335124|   25.196711|   22.546494|         ---|    0.362711|    0.239706|    1.914847|    0.651251|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|-0.32773554770| 0.21897139500|-0.32718289340| 0.24045718880|   8.4950000000|   0.7200000000|163.044339
sn2005kq|0.389285753493|SDSS  |-12.162857000  -0.608636000|   21.923889|   20.721730|   19.739564|   19.469176|   19.074725|    0.664743|    0.068321|    0.044202|    0.046872|    0.126779|   26.206653|   24.617611|   24.019243|   24.158731|   24.881424|    4.730075|    0.344132|    0.313756|    0.482530|    3.643071|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|-0.27858981230| 0.17175564850| 0.23772635330| 0.06440722300|  10.5602612046|   0.1077590416| 12.214396
sn2005lg|0.348853718895|SDSS  | 19.083632000  -0.807801000|   20.472292|   18.075248|   16.994671|   16.604674|   16.379604|    0.141387|    0.007146|    0.004341|    0.003978|    0.011030|   24.157222|   24.435409|   23.273223|   22.921801|   22.270659|    0.629267|    0.303003|    0.165788|    0.166020|    0.337971|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.33243936230| 0.13884280860| 0.57172008180| 0.06636700180|  10.4170000000|   0.2140000000|181.196402
sn2005li|0.256725903161|SDSS  |-24.185642000   0.253036000|   22.650798|   20.514036|   19.335924|   18.814874|   18.365389|    1.166927|    0.054470|    0.033303|    0.031847|    0.106266|         ---|   24.179141|   23.702905|   23.028508|   21.759797|         ---|    0.272263|    0.312480|    0.260621|    0.413708|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.22963063630| 0.21011276820| 0.75105887410| 0.05915664040|  10.9024002865|   0.0455605283| 10.058785
sn2005lh|0.218860365490|SDSS  |-31.048607000   1.180792000|   21.041506|   20.005550|   18.091976|   18.599381|   18.083183|    0.360555|    0.061566|    0.013726|    0.036287|    0.076855|   28.814205|   23.307609|   22.152505|   21.684500|   21.527027|   63.006683|    0.177337|    0.080316|    0.085685|    0.252298|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.62007996100| 0.10410583570| 0.64190566740| 0.05611305230|  10.6825106863|   0.0525245585|  8.181061
sn2005lk|0.102882905656|SDSS  |-30.044090000  -1.193712000|   18.987395|   17.538647|   16.600010|   16.076557|   15.683042|    0.115997|    0.015183|    0.008310|    0.008462|    0.021821|   23.282786|   21.956300|   21.221065|   20.735904|   20.437075|    0.769949|    0.112682|    0.073906|    0.078014|    0.219778|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.54246231850| 0.07771222850| 0.86689618380| 0.02068922560|  11.1844182010|   0.0366020763| 12.842750
sn2005ll|0.240541415186|SDSS  |-22.971373000  -1.128178000|   20.644241|   20.068697|   18.984748|   18.460548|   19.441010|    0.188029|    0.054992|    0.027472|    0.027732|    0.246398|   23.256229|   23.403853|   23.065039|   22.632901|   21.797674|    0.351773|    0.194821|    0.190703|    0.209245|    0.353044|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|-0.08736828010| 0.22658204880| 0.17120824620| 0.09903099710|   9.8500000000|   0.1980000000|170.860619
sn2005lf|0.299227589958|SDSS  |-10.324602000  -1.204882000|   21.802060|   20.797730|   20.107124|   19.676484|   19.243085|    0.410732|    0.087180|    0.057406|    0.064403|    0.160048|         ---|   24.166054|   23.442834|   23.142076|   22.305009|         ---|    0.320801|    0.205855|    0.258329|    0.443757|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.18140404250| 0.19355986570| 0.31311392420| 0.07812895360|  10.3409446083|   0.1123113946|  7.540005
sn2005ku|0.044142809682|SDSS  |-15.072472000  -0.013730000|   17.887522|   16.681642|   16.181359|   15.893369|   15.694504|    0.034418|    0.004321|    0.004263|    0.004637|    0.014694|   18.468086|   17.235724|   16.724400|   16.415361|   16.198512|    0.024486|    0.003742|    0.003376|    0.003473|    0.009740|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.42533742910| 0.02608269330| 0.39268384420| 0.02723139040|  10.1182458579|   0.0466295767|  0.880143
sn2005ml|0.116797198027|SDSS  | 33.518394000  -0.239178000|   21.094049|   19.993217|   19.594298|   19.327795|   19.251310|    0.262576|    0.039891|    0.043268|    0.051662|    0.190148|   22.417317|   21.498566|   21.005442|   20.785724|   20.780901|    0.264022|    0.048970|    0.047903|    0.058733|    0.226161|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.18725505550| 0.06618234030| 0.14588241000| 0.05834298620|   9.3089042519|   0.1015430345|  2.893988
sn2005mm|0.381742950634|SDSS  |  3.289774000   1.145541000|         ---|   22.478788|   20.014661|   19.193759|   18.977937|         ---|    0.330238|    0.055233|    0.041789|    0.130018|   25.106452|   23.930053|   22.583052|   22.263319|   21.796356|    1.537361|    0.184497|    0.087911|    0.102727|    0.249671|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.49225549360| 0.09555114910| 0.77829942980| 0.06831456430|  10.6890000000|   0.1605000000|119.104345
sn2005ln|0.135525868576|SDSS  |  6.750494000  -0.586624000|   20.678724|   20.035359|   19.515857|   19.355383|   19.787686|    0.285322|    0.055003|    0.055935|    0.068013|    0.400563|   23.450205|   22.345435|   22.006794|   21.705278|   21.253345|    0.757010|    0.098279|    0.115960|    0.123172|    0.320369|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000| 0.12683245320| 0.13794200210| 0.12936672210| 0.11273634510|   9.4015744526|   0.1235171724|  6.225609
sn2005lo|0.297522391506|SDSS  |  9.299430000  -1.203426000|   19.801870|   18.763087|   18.298307|   18.139153|   18.060544|    0.063436|    0.014389|    0.012104|    0.016105|    0.049709|   26.590198|   24.535961|   24.267002|   25.270048|         ---|    5.090811|    0.445389|    0.448037|    1.783288|         ---|    0.000000|    0.000000|    0.000000|    0.000000|   -0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 0.33807988290| 0.17952793800|   9.3980000000|   0.6455000000|145.403905
sn2005mq|0.348294713248|SDSS  | -9.909229000  -0.349883000|   22.463432|   21.445584|   19.731390|   19.217184|   18.769320|    0.747574|    0.128346|    0.044070|    0.041547|    0.108541|   25.613831|   26.263514|   24.230280|   24.964667|   24.677963|    2.028726|    1.594341|    0.407709|    1.201881|    3.668513|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|    0.000000|99.00000000000|-1.00000000000| 0.85694505880| 0.07831627320|  11.0310758367|   0.0708387513| 24.926259
