SURVEY:   CfAIR2 
SNID:      2006cp 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    184.812040  # deg 
DEC:        22.427278  # deg 
REDSHIFT_HELIO: 0.022289 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.023318 +- 0.000100   # CMB 
MWEBV:      0.023 +-  0.004        # SFD98 * 0.86 
VPEC:      -254.755 
VPEC_ERR:   250.000 
PEAKMJD:  53900.19             # at brightest obs 
HOSTGAL_LOGMASS:  10.1830 +- 0.352  #  

# ----------------------------------- 
NOBS: 53 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 53900.190  M NULL  1.63531e+04 1.69369e+03 16.966  0.107 
OBS: 53901.170  M NULL  1.82978e+04 1.45365e+03 16.844  0.083 
OBS: 53902.160  M NULL  1.72663e+04 2.10681e+03 16.907  0.125 
OBS: 53904.210  M NULL  1.46420e+04 1.35359e+03 17.086  0.096 
OBS: 53905.210  M NULL  1.59074e+04 1.87536e+03 16.996  0.121 
OBS: 53900.190  L NULL  1.39830e+04 1.49092e+03 17.136  0.110 
OBS: 53901.170  L NULL  1.64589e+04 1.19338e+03 16.959  0.076 
OBS: 53902.160  L NULL  1.46555e+04 1.26661e+03 17.085  0.090 
OBS: 53904.210  L NULL  9.32395e+03 1.53030e+03 17.576  0.165 
OBS: 53905.210  L NULL  1.01205e+04 1.35051e+03 17.487  0.136 
OBS: 53900.190  N NULL  3.77746e+04 5.19882e+03 16.057  0.140 
OBS: 53902.160  N NULL  3.41665e+04 3.29632e+03 16.166  0.100 
OBS: 53905.210  N NULL  2.30569e+04 6.45524e+03 16.593  0.268 
OBS: 53885.175  f NULL  8.02417e+03 3.70432e+02 17.739  0.049 
OBS: 53885.179  f NULL  7.60677e+03 3.73182e+02 17.797  0.052 
OBS: 53886.205  f NULL  1.03371e+04 4.97148e+02 17.464  0.051 
OBS: 53886.209  f NULL  1.07647e+04 4.76220e+02 17.420  0.047 
OBS: 53888.167  f NULL  1.88973e+04 8.90603e+02 16.809  0.050 
OBS: 53899.211  f NULL  3.02552e+04 1.45508e+03 16.298  0.051 
OBS: 53885.172  g NULL  9.51481e+03 1.76893e+02 17.554  0.020 
OBS: 53886.201  g NULL  1.32190e+04 2.08607e+02 17.197  0.017 
OBS: 53888.164  g NULL  1.98792e+04 2.95121e+02 16.754  0.016 
OBS: 53890.255  g NULL  2.72898e+04 4.56198e+02 16.410  0.018 
OBS: 53894.273  g NULL  3.62744e+04 7.76625e+02 16.101  0.023 
OBS: 53899.208  g NULL  3.58096e+04 6.32171e+02 16.115  0.019 
OBS: 53928.155  g NULL  3.81241e+03 2.42672e+02 18.547  0.067 
OBS: 53885.170  h NULL  1.01298e+04 2.07351e+02 17.486  0.022 
OBS: 53886.198  h NULL  1.36521e+04 1.89920e+02 17.162  0.015 
OBS: 53888.161  h NULL  2.00817e+04 2.79364e+02 16.743  0.015 
OBS: 53890.252  h NULL  2.80027e+04 4.41905e+02 16.382  0.017 
OBS: 53894.270  h NULL  3.73250e+04 5.54115e+02 16.070  0.016 
OBS: 53899.205  h NULL  4.08884e+04 6.07015e+02 15.971  0.016 
OBS: 53928.152  h NULL  1.12824e+04 2.94745e+02 17.369  0.028 
OBS: 53934.140  h NULL  7.67008e+03 7.63266e+02 17.788  0.103 
OBS: 53885.168  i NULL  1.11481e+04 2.17722e+02 17.382  0.021 
OBS: 53886.196  i NULL  1.47503e+04 2.05197e+02 17.078  0.015 
OBS: 53888.160  i NULL  2.14585e+04 4.19085e+02 16.671  0.021 
OBS: 53890.250  i NULL  2.86550e+04 4.79019e+02 16.357  0.018 
OBS: 53894.267  i NULL  3.65763e+04 5.77204e+02 16.092  0.017 
OBS: 53899.202  i NULL  4.12667e+04 9.22350e+02 15.961  0.024 
OBS: 53928.150  i NULL  1.63832e+04 3.04587e+02 16.964  0.020 
OBS: 53929.151  i NULL  1.52757e+04 4.85928e+02 17.040  0.034 
OBS: 53934.137  i NULL  1.07152e+04 4.94662e+02 17.425  0.049 
OBS: 53934.155  i NULL  1.04520e+04 3.92248e+02 17.452  0.040 
OBS: 53885.167  j NULL  7.53703e+03 1.82667e+02 17.807  0.026 
OBS: 53886.194  j NULL  1.07349e+04 2.29833e+02 17.423  0.023 
OBS: 53888.158  j NULL  1.60546e+04 3.43725e+02 16.986  0.023 
OBS: 53890.247  j NULL  2.13796e+04 3.57399e+02 16.675  0.018 
OBS: 53894.265  j NULL  2.31420e+04 4.08540e+02 16.589  0.019 
OBS: 53899.200  j NULL  2.16571e+04 5.86255e+02 16.661  0.029 
OBS: 53928.147  j NULL  1.45479e+04 3.93810e+02 17.093  0.029 
OBS: 53929.149  j NULL  1.34524e+04 3.00674e+02 17.178  0.024 
OBS: 53934.152  j NULL  8.79023e+03 3.29883e+02 17.640  0.040 
END: 
