SURVEY:   CfAIR2 
SNID:      2001cn 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    281.574330  # deg 
DEC:       -65.761610  # deg 
REDSHIFT_HELIO: 0.015154 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.015090 +- 0.000100   # CMB 
MWEBV:      0.051 +-  0.008        # SFD98 * 0.86 
VPEC:      282.699 
VPEC_ERR:   250.000 
PEAKMJD:  52097.20             # at brightest obs 
HOSTGAL_LOGMASS:  10.00 +- 3.00  #  

# ----------------------------------- 
NOBS: 41 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 52075.300  M NULL  3.68468e+04 2.16534e+03 16.084  0.062 
OBS: 52076.300  M NULL  3.48658e+04 2.35620e+03 16.144  0.071 
OBS: 52079.200  M NULL  3.67113e+04 2.69810e+03 16.088  0.077 
OBS: 52082.200  M NULL  3.42295e+04 1.87826e+03 16.164  0.058 
OBS: 52085.200  M NULL  3.84061e+04 3.51187e+03 16.039  0.095 
OBS: 52088.200  M NULL  4.33711e+04 2.29568e+03 15.907  0.056 
OBS: 52091.100  M NULL  4.66015e+04 2.51189e+03 15.829  0.057 
OBS: 52094.200  M NULL  4.47507e+04 3.02421e+03 15.873  0.071 
OBS: 52096.200  M NULL  5.21435e+04 3.42135e+03 15.707  0.069 
OBS: 52097.200  M NULL  5.42001e+04 2.76385e+03 15.665  0.054 
OBS: 52101.200  M NULL  4.82170e+04 2.36549e+03 15.792  0.052 
OBS: 52104.200  M NULL  4.38531e+04 1.98222e+03 15.895  0.048 
OBS: 52106.200  M NULL  3.72563e+04 1.71992e+03 16.072  0.049 
OBS: 52114.300  M NULL  2.27824e+04 3.04017e+03 16.606  0.136 
OBS: 52117.000  M NULL  1.89147e+04 2.36667e+03 16.808  0.128 
OBS: 52122.100  M NULL  1.75873e+04 4.18976e+03 16.887  0.232 
OBS: 52123.100  M NULL  1.72982e+04 2.67285e+03 16.905  0.156 
OBS: 52127.200  M NULL  1.05196e+04 2.31550e+03 17.445  0.216 
OBS: 52130.300  M NULL  1.04809e+04 9.65774e+00 17.449  0.001 
OBS: 52075.300  N NULL  5.41003e+04 4.94695e+03 15.667  0.095 
OBS: 52076.300  N NULL  5.32599e+04 5.08465e+03 15.684  0.099 
OBS: 52079.200  N NULL  4.66015e+04 4.68463e+03 15.829  0.104 
OBS: 52075.300  L NULL  4.36918e+04 1.14142e+03 15.899  0.028 
OBS: 52076.300  L NULL  3.40095e+04 1.47186e+03 16.171  0.046 
OBS: 52079.200  L NULL  2.37465e+04 9.82105e+02 16.561  0.044 
OBS: 52082.200  L NULL  1.56892e+04 5.13999e+02 17.011  0.035 
OBS: 52085.200  L NULL  1.11789e+04 6.24282e+02 17.379  0.059 
OBS: 52088.200  L NULL  1.32923e+04 4.48124e+02 17.191  0.036 
OBS: 52091.100  L NULL  1.40605e+04 4.74022e+02 17.130  0.036 
OBS: 52094.200  L NULL  1.64589e+04 5.54879e+02 16.959  0.036 
OBS: 52096.200  L NULL  1.83316e+04 6.87955e+02 16.842  0.040 
OBS: 52097.200  L NULL  1.85183e+04 5.89077e+02 16.831  0.034 
OBS: 52101.200  L NULL  2.37684e+04 6.88418e+02 16.560  0.031 
OBS: 52104.200  L NULL  2.23049e+04 6.03791e+02 16.629  0.029 
OBS: 52106.200  L NULL  1.91249e+04 5.35810e+02 16.796  0.030 
OBS: 52114.300  L NULL  8.19596e+03 6.67430e+02 17.716  0.085 
OBS: 52117.000  L NULL  6.94384e+03 5.24081e+02 17.896  0.079 
OBS: 52122.100  L NULL  4.90682e+03 7.42551e+02 18.273  0.153 
OBS: 52123.100  L NULL  4.36516e+03 4.34386e+02 18.400  0.103 
OBS: 52127.200  L NULL  4.36114e+03 5.77416e+02 18.401  0.135 
OBS: 52130.300  L NULL  2.87078e+03 5.58476e+02 18.855  0.193 
END: 
