SURVEY:   CfAIR2 
SNID:      sn2009kq 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    129.063000  # deg 
DEC:        28.067139  # deg 
REDSHIFT_HELIO: 0.011698 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.012470 +- 0.000100   # CMB 
MWEBV:      0.035 +-  0.006        # SFD98 * 0.86 
VPEC:      72.852 
VPEC_ERR:   250.000 
PEAKMJD:  55183.45             # at brightest obs 
HOSTGAL_LOGMASS:  10.1860 +- 0.104  #  

# ----------------------------------- 
NOBS: 103 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 55158.500  L NULL  5.25775e+04 9.19568e+03 15.698  0.175 
OBS: 55159.480  L NULL  5.14754e+04 9.00293e+03 15.721  0.175 
OBS: 55160.470  L NULL  5.17607e+04 9.05282e+03 15.715  0.175 
OBS: 55161.470  L NULL  4.60469e+04 2.75091e+03 15.842  0.063 
OBS: 55171.440  L NULL  3.76357e+04 6.58239e+03 16.061  0.175 
OBS: 55177.420  L NULL  6.09256e+04 1.57752e+04 15.538  0.250 
OBS: 55178.430  L NULL  6.08695e+04 1.57607e+04 15.539  0.250 
OBS: 55180.370  L NULL  6.80456e+04 2.94487e+03 15.418  0.046 
OBS: 55181.390  L NULL  6.75461e+04 3.37905e+03 15.426  0.053 
OBS: 55183.450  L NULL  7.02749e+04 2.30230e+03 15.383  0.035 
OBS: 55185.360  L NULL  5.97585e+04 1.54730e+04 15.559  0.250 
OBS: 55158.500  M NULL  6.49232e+04 1.13549e+04 15.469  0.175 
OBS: 55159.480  M NULL  5.10975e+04 1.09399e+03 15.729  0.023 
OBS: 55160.470  M NULL  4.97508e+04 6.92102e+02 15.758  0.015 
OBS: 55161.470  M NULL  3.98107e+04 6.96280e+03 16.000  0.175 
OBS: 55171.440  M NULL  1.03371e+04 1.80794e+03 17.464  0.175 
OBS: 55178.430  M NULL  2.24905e+04 3.93354e+03 16.620  0.175 
OBS: 55180.370  M NULL  2.85759e+04 4.99786e+03 16.360  0.175 
OBS: 55181.390  M NULL  3.40722e+04 8.82215e+03 16.169  0.250 
OBS: 55183.450  M NULL  3.78094e+04 3.49846e+02 16.056  0.010 
OBS: 55185.360  M NULL  3.96278e+04 6.93081e+03 16.005  0.175 
OBS: 55150.500  p NULL  1.21060e+05 5.85930e+03 14.793 14.793 
OBS: 55151.500  p NULL  1.27292e+05 7.71388e+03 14.738 14.738 
OBS: 55153.500  p NULL  1.36521e+05 1.49081e+04 14.662 14.662 
OBS: 55155.500  p NULL  1.37658e+05 1.27609e+04 14.653 14.653 
OBS: 55157.500  p NULL  1.28825e+05 1.36812e+04 14.725 14.725 
OBS: 55158.500  p NULL  1.24624e+05 1.19888e+04 14.761 14.761 
OBS: 55160.300  p NULL  1.15345e+05 1.50641e+04 14.845 14.845 
OBS: 55176.400  p NULL  2.68658e+04 7.02004e+03 16.427 16.427 
OBS: 55177.500  p NULL  2.53980e+04 5.17612e+03 16.488 16.488 
OBS: 55181.400  p NULL  1.82306e+04 2.62520e+02 16.848 16.848 
OBS: 55185.500  p NULL  1.33045e+04 2.02229e+02 17.190 17.190 
OBS: 55205.300  p NULL  6.44466e+03 1.37916e+02 17.977 17.977 
OBS: 55208.300  p NULL  6.93106e+03 1.00500e+02 17.898 17.898 
OBS: 55212.300  p NULL  6.37676e+03 1.02028e+02 17.988 17.988 
OBS: 55232.400  p NULL  5.43500e+03 1.01635e+02 18.162 18.162 
OBS: 55242.200  p NULL  5.01649e+03 8.57820e+01 18.249 18.249 
OBS: 55244.200  p NULL  4.43813e+03 1.50453e+02 18.382 18.382 
OBS: 55247.200  p NULL  4.13809e+03 9.55899e+01 18.458 18.458 
OBS: 55267.200  p NULL  3.14485e+03 5.28335e+01 18.756 18.756 
OBS: 55150.500  q NULL  1.20005e+05 2.73612e+03 14.802 14.802 
OBS: 55151.500  q NULL  1.28115e+05 3.20288e+03 14.731 14.731 
OBS: 55153.500  q NULL  1.37658e+05 3.95077e+03 14.653 14.653 
OBS: 55155.500  q NULL  1.43219e+05 5.57121e+03 14.610 14.610 
OBS: 55157.500  q NULL  1.41514e+05 5.02376e+03 14.623 14.623 
OBS: 55158.500  q NULL  1.39059e+05 4.49161e+03 14.642 14.642 
OBS: 55160.300  q NULL  1.33045e+05 6.55914e+03 14.690 14.690 
OBS: 55171.500  q NULL  7.44047e+04 7.66368e+03 15.321 15.321 
OBS: 55176.500  q NULL  5.97035e+04 1.00003e+04 15.560 15.560 
OBS: 55177.500  q NULL  5.63898e+04 1.29696e+03 15.622 15.622 
OBS: 55181.400  q NULL  4.68598e+04 9.32510e+02 15.823 15.823 
OBS: 55185.500  q NULL  3.65764e+04 9.91219e+02 16.092 16.092 
OBS: 55205.300  q NULL  1.68889e+04 5.01599e+02 16.931 16.931 
OBS: 55208.300  q NULL  1.56315e+04 2.51667e+02 17.015 17.015 
OBS: 55212.300  q NULL  1.29539e+04 2.43533e+02 17.219 17.219 
OBS: 55232.400  q NULL  9.08657e+03 1.59015e+02 17.604 17.604 
OBS: 55242.200  q NULL  6.72357e+03 2.29946e+02 17.931 17.931 
OBS: 55244.200  q NULL  6.39146e+03 1.24633e+02 17.986 17.986 
OBS: 55247.200  q NULL  5.89929e+03 9.02592e+01 18.073 18.073 
OBS: 55267.200  q NULL  3.84061e+03 7.14353e+01 18.539 18.539 
OBS: 55332.200  q NULL  1.12202e+03 3.20897e+01 19.875 19.875 
OBS: 55150.500  r NULL  1.15878e+05 2.79265e+03 14.840 14.840 
OBS: 55151.500  r NULL  1.22800e+05 3.64717e+03 14.777 14.777 
OBS: 55153.500  r NULL  1.30257e+05 3.73837e+03 14.713 14.713 
OBS: 55155.500  r NULL  1.35021e+05 3.79408e+03 14.674 14.674 
OBS: 55157.500  r NULL  1.34648e+05 7.12288e+03 14.677 14.677 
