SURVEY:   CfAIR2 
SNID:      sn2009kq 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    129.063000  # deg 
DEC:        28.067139  # deg 
REDSHIFT_HELIO: 0.011698 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.012470 +- 0.000100   # CMB 
MWEBV:      0.035 +-  0.006        # SFD98 * 0.86 
OBS: 55158.500  r NULL  1.32678e+05 1.31352e+04 14.693 14.693 
OBS: 55160.300  r NULL  1.25545e+05 1.64088e+04 14.753 14.753 
OBS: 55176.500  r NULL  6.47441e+04 1.10712e+03 15.472 15.472 
OBS: 55177.500  r NULL  6.43873e+04 1.12034e+03 15.478 15.478 
OBS: 55181.400  r NULL  5.92652e+04 1.17938e+03 15.568 15.568 
OBS: 55185.500  r NULL  4.88877e+04 9.04423e+02 15.777 15.777 
OBS: 55205.300  r NULL  1.97333e+04 8.60373e+02 16.762 16.762 
OBS: 55208.300  r NULL  1.77828e+04 4.10783e+02 16.875 16.875 
OBS: 55212.300  r NULL  1.59221e+04 3.31179e+02 16.995 16.995 
OBS: 55232.400  r NULL  9.42758e+03 1.90437e+02 17.564 17.564 
OBS: 55242.200  r NULL  6.21727e+03 1.36780e+02 18.016 18.016 
OBS: 55244.200  r NULL  5.87220e+03 1.55613e+02 18.078 18.078 
OBS: 55247.200  r NULL  5.55137e+03 1.28237e+02 18.139 18.139 
OBS: 55267.200  r NULL  3.29761e+03 1.21022e+02 18.704 18.704 
OBS: 55270.200  r NULL  3.18860e+03 1.10963e+02 18.741 18.741 
OBS: 55332.200  r NULL  8.15830e+02 4.61760e+01 20.221 20.221 
OBS: 55150.500  s NULL  8.11335e+04 3.26157e+03 15.227 15.227 
OBS: 55151.500  s NULL  8.06121e+04 4.93346e+03 15.234 15.234 
OBS: 55153.500  s NULL  7.84152e+04 7.12010e+03 15.264 15.264 
OBS: 55155.500  s NULL  7.50239e+04 1.58150e+04 15.312 15.312 
OBS: 55157.400  s NULL  7.03396e+04 2.47525e+04 15.382 15.382 
OBS: 55158.500  s NULL  6.86120e+04 1.40655e+03 15.409 15.409 
OBS: 55160.300  s NULL  6.35039e+04 1.29548e+03 15.493 15.493 
OBS: 55176.400  s NULL  4.16485e+04 8.99609e+02 15.951 15.951 
OBS: 55177.500  s NULL  4.28943e+04 9.26518e+02 15.919 15.919 
OBS: 55181.400  s NULL  4.56247e+04 9.99181e+02 15.852 15.852 
OBS: 55185.500  s NULL  4.29339e+04 9.44545e+02 15.918 15.918 
OBS: 55189.200  s NULL  3.34503e+04 9.23229e+02 16.189 16.189 
OBS: 55205.300  s NULL  1.47503e+04 8.70267e+02 17.078 17.078 
OBS: 55208.300  s NULL  1.32434e+04 1.20912e+03 17.195 17.195 
OBS: 55212.300  s NULL  1.16252e+04 8.24226e+02 17.337 17.337 
OBS: 55232.400  s NULL  5.48025e+03 6.25296e+02 18.153 18.153 
OBS: 55242.200  s NULL  3.80890e+03 8.25389e+02 18.548 18.548 
OBS: 55244.200  s NULL  3.99945e+03 1.03026e+03 18.495 18.495 
OBS: 55247.200  s NULL  3.51560e+03 1.14433e+03 18.635 18.635 
OBS: 55267.200  s NULL  2.14388e+03 3.30157e+01 19.172 19.172 
OBS: 55270.200  s NULL  1.74261e+03 2.77075e+01 19.397 19.397 
END: 
