SURVEY:   CfAIR2 
SNID:      2008hs 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:     36.373400  # deg 
DEC:        41.843083  # deg 
REDSHIFT_HELIO: 0.017369 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.016661 +- 0.000100   # CMB 
MWEBV:      0.049 +-  0.008        # SFD98 * 0.86 
VPEC:      -64.824 
VPEC_ERR:   250.000 
PEAKMJD:  54810.18             # at brightest obs 
HOSTGAL_LOGMASS:  10.9880 +- 3.101  #  

# ----------------------------------- 
NOBS: 132 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 54803.190  M NULL  1.03562e+04 1.45789e+03 17.462  0.143 
OBS: 54804.180  M NULL  1.64589e+04 1.01544e+03 16.959  0.065 
OBS: 54806.200  M NULL  2.26152e+04 1.50608e+03 16.614  0.070 
OBS: 54807.070  M NULL  1.97515e+04 1.21858e+03 16.761  0.065 
OBS: 54810.180  M NULL  2.33131e+04 2.24921e+03 16.581  0.100 
OBS: 54818.180  M NULL  1.34400e+04 2.35063e+03 17.179  0.175 
OBS: 54821.180  M NULL  2.01744e+04 1.36336e+03 16.738  0.071 
OBS: 54831.140  M NULL  2.45471e+04 1.03877e+03 16.525  0.045 
OBS: 54832.120  M NULL  2.53279e+04 1.26705e+03 16.491  0.053 
OBS: 54833.120  M NULL  1.92132e+04 1.64130e+03 16.791  0.089 
OBS: 54834.280  M NULL  1.88799e+04 1.29446e+03 16.810  0.072 
OBS: 54839.120  M NULL  1.32923e+04 1.16210e+03 17.191  0.091 
OBS: 54840.100  M NULL  1.11892e+04 6.24858e+02 17.378  0.059 
OBS: 54843.100  M NULL  9.17065e+03 1.24293e+03 17.594  0.138 
OBS: 54844.120  M NULL  8.33297e+03 8.46124e+02 17.698  0.105 
OBS: 54845.110  M NULL  7.85597e+03 1.31467e+03 17.762  0.168 
OBS: 54846.090  M NULL  8.12082e+03 1.42031e+03 17.726  0.175 
OBS: 54847.090  M NULL  7.62781e+03 2.86260e+02 17.794  0.040 
OBS: 54849.110  M NULL  6.11505e+03 1.26399e+03 18.034  0.204 
OBS: 54876.160  M NULL  2.56330e+03 4.48315e+02 18.978  0.175 
OBS: 54882.130  M NULL  1.62032e+03 2.83389e+02 19.476  0.175 
