SURVEY:   CfAIR2 
SNID:      2001bt 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    288.444790  # deg 
DEC:       -59.289670  # deg 
REDSHIFT_HELIO: 0.014637 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.014449 +- 0.000100   # CMB 
MWEBV:      0.056 +-  0.009        # SFD98 * 0.86 
VPEC:      124.322 
VPEC_ERR:   250.000 
PEAKMJD:  52064.30             # at brightest obs 
HOSTGAL_LOGMASS:  10.00 +- 3.00  #  

# ----------------------------------- 
NOBS: 54 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 52061.300  M NULL  5.27230e+04 3.04693e+03 15.695  0.061 
OBS: 52061.300  M NULL  5.52077e+04 1.02639e+03 15.645  0.020 
OBS: 52064.300  M NULL  4.38531e+04 6.96287e+03 15.895  0.160 
OBS: 52068.300  M NULL  3.56451e+04 1.71430e+03 16.120  0.051 
OBS: 52069.300  M NULL  3.42610e+04 1.44984e+03 16.163  0.045 
OBS: 52070.300  M NULL  3.67451e+04 3.21251e+03 16.087  0.091 
OBS: 52073.400  M NULL  3.23296e+04 6.18277e+03 16.226  0.190 
OBS: 52076.400  M NULL  3.24788e+04 3.59567e+03 16.221  0.114 
OBS: 52079.400  M NULL  3.80890e+04 5.36198e+03 16.048  0.143 
OBS: 52082.200  M NULL  4.24620e+04 3.84007e+03 15.930  0.094 
OBS: 52088.200  M NULL  5.40008e+04 3.38444e+03 15.669  0.066 
OBS: 52091.200  M NULL  4.86183e+04 2.99953e+03 15.783  0.065 
OBS: 52094.300  M NULL  4.23058e+04 8.51014e+03 15.934  0.199 
OBS: 52096.300  M NULL  3.70851e+04 4.71714e+03 16.077  0.130 
OBS: 52097.200  M NULL  3.44826e+04 2.60255e+03 16.156  0.079 
OBS: 52101.200  M NULL  3.15065e+04 8.19438e+03 16.254  0.251 
OBS: 52106.100  M NULL  2.33776e+04 2.80423e+03 16.578  0.123 
OBS: 52115.300  M NULL  1.67186e+04 3.08754e+03 16.942  0.184 
OBS: 52122.200  M NULL  1.28588e+04 4.76097e+03 17.227  0.342 
OBS: 52123.100  M NULL  1.23027e+04 2.77727e+03 17.275  0.221 
OBS: 52128.200  M NULL  1.04713e+04 9.64885e+00 17.450  0.001 
OBS: 52061.300  N NULL  5.95937e+04 4.43878e+03 15.562  0.078 
OBS: 52061.300  N NULL  6.92468e+04 1.67826e+03 15.399  0.026 
OBS: 52064.300  N NULL  5.60273e+04 1.61499e+04 15.629  0.275 
OBS: 52069.300  N NULL  5.48025e+04 1.53536e+03 15.653  0.030 
OBS: 52070.300  N NULL  4.19179e+04 8.85122e+03 15.944  0.208 
OBS: 52073.400  N NULL  4.52898e+04 1.00198e+04 15.860  0.217 
OBS: 52076.400  N NULL  4.46684e+04 5.49655e+03 15.875  0.126 
OBS: 52079.400  N NULL  4.89328e+04 7.30134e+03 15.776  0.151 
OBS: 52088.200  N NULL  5.04429e+04 4.66325e+03 15.743  0.096 
OBS: 52091.200  N NULL  4.66874e+04 4.59870e+03 15.827  0.102 
OBS: 52101.200  N NULL  1.58052e+04 1.01366e+04 17.003  0.538 
OBS: 52106.100  N NULL  1.22914e+04 3.31135e+03 17.276  0.259 
OBS: 52061.300  L NULL  6.47441e+04 1.75262e+03 15.472  0.029 
OBS: 52061.300  L NULL  6.79204e+04 9.44866e+02 15.420  0.015 
OBS: 52064.300  L NULL  7.29794e+04 5.07552e+03 15.342  0.073 
OBS: 52068.300  L NULL  3.42610e+04 1.31852e+03 16.163  0.041 
OBS: 52069.300  L NULL  3.04509e+04 1.02659e+03 16.291  0.036 
OBS: 52070.300  L NULL  3.17980e+04 1.52928e+03 16.244  0.051 
OBS: 52073.400  L NULL  1.54312e+04 1.77162e+03 17.029  0.118 
OBS: 52076.400  L NULL  1.35769e+04 9.17511e+02 17.168  0.071 
OBS: 52079.400  L NULL  1.57036e+04 1.32580e+03 17.010  0.088 
OBS: 52082.200  L NULL  1.51217e+04 8.88641e+02 17.051  0.062 
OBS: 52088.200  L NULL  2.18978e+04 8.63678e+02 16.649  0.042 
OBS: 52091.200  L NULL  2.66686e+04 9.24482e+02 16.435  0.037 
OBS: 52094.300  L NULL  2.22229e+04 1.89840e+03 16.633  0.089 
OBS: 52096.300  L NULL  2.02675e+04 1.56986e+03 16.733  0.081 
OBS: 52097.200  L NULL  1.93197e+04 8.54688e+02 16.785  0.047 
OBS: 52101.200  L NULL  1.14288e+04 1.85128e+03 17.355  0.163 
OBS: 52106.100  L NULL  8.49572e+03 6.32796e+02 17.677  0.078 
OBS: 52115.300  L NULL  6.01451e+03 6.78173e+02 18.052  0.116 
OBS: 52122.200  L NULL  2.74410e+03 6.59981e+02 18.904  0.234 
OBS: 52123.100  L NULL  3.17103e+03 4.66447e+02 18.747  0.149 
OBS: 52128.200  L NULL  1.69356e+03 4.92190e+02 19.428  0.277 
END: 
