SURVEY:   CfAIR2 
SNID:      2007cq 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    333.668460  # deg 
DEC:         5.080250  # deg 
REDSHIFT_HELIO: 0.026041 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.024843 +- 0.000100   # CMB 
MWEBV:      0.093 +-  0.016        # SFD98 * 0.86 
VPEC:      90.216 
VPEC_ERR:   250.000 
PEAKMJD:  54281.34             # at brightest obs 
HOSTGAL_LOGMASS:  10.0850 +- 0.139  #  

# ----------------------------------- 
NOBS: 129 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 54279.390  M NULL  1.82642e+04 3.55308e+03 16.846  0.193 
OBS: 54280.350  M NULL  1.81134e+04 3.88545e+03 16.855  0.211 
OBS: 54281.340  M NULL  1.93910e+04 3.45447e+03 16.781  0.178 
OBS: 54282.340  M NULL  2.08930e+04 3.92694e+03 16.700  0.187 
OBS: 54285.320  M NULL  1.80136e+04 2.82173e+03 16.861  0.158 
OBS: 54292.360  M NULL  1.79639e+04 2.60450e+03 16.864  0.147 
OBS: 54279.390  L NULL  2.75169e+04 9.27680e+02 16.401  0.036 
OBS: 54280.350  L NULL  2.34639e+04 1.03802e+03 16.574  0.047 
OBS: 54281.340  L NULL  2.33561e+04 1.48669e+03 16.579  0.067 
OBS: 54282.340  L NULL  2.26778e+04 7.86137e+02 16.611  0.037 
OBS: 54285.320  L NULL  1.74582e+04 1.33495e+03 16.895  0.080 
OBS: 54292.360  L NULL  9.31537e+03 1.09821e+03 17.577  0.121 
OBS: 54279.390  N NULL  6.40914e+04 1.65949e+04 15.483  0.250 
OBS: 54280.350  N NULL  6.05899e+04 1.56883e+04 15.544  0.250 
OBS: 54281.340  N NULL  7.67008e+04 1.98598e+04 15.288  0.250 
OBS: 54282.340  N NULL  7.13839e+04 1.84831e+04 15.366  0.250 
OBS: 54285.320  N NULL  3.88687e+04 1.00641e+04 16.026  0.250 
OBS: 54292.360  N NULL  6.58870e+04 1.70598e+04 15.453  0.250 
