SURVEY:   CfAIR2 
SNID:      2010iw 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    131.312000  # deg 
DEC:        27.822722  # deg 
REDSHIFT_HELIO: 0.021542 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.022342 +- 0.000100   # CMB 
MWEBV:      0.047 +-  0.008        # SFD98 * 0.86 
VPEC:      107.276 
VPEC_ERR:   250.000 
PEAKMJD:  55497.42             # at brightest obs 
HOSTGAL_LOGMASS:  10.00 +- 3.00  #  

# ----------------------------------- 
NOBS: 49 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 55497.420  M NULL  2.24285e+04 1.91596e+03 16.623  0.089 
OBS: 55500.450  M NULL  2.37247e+04 1.67337e+03 16.562  0.074 
OBS: 55502.430  M NULL  2.18374e+04 6.26871e+03 16.652  0.274 
OBS: 55503.430  M NULL  2.01372e+04 3.15439e+03 16.740  0.158 
OBS: 55507.540  M NULL  2.07205e+04 1.97816e+03 16.709  0.099 
OBS: 55508.540  M NULL  2.02488e+04 1.75002e+03 16.734  0.090 
OBS: 55511.430  M NULL  1.74904e+04 3.65422e+03 16.893  0.206 
OBS: 55513.410  M NULL  2.08353e+04 3.39729e+03 16.703  0.164 
OBS: 55516.480  M NULL  2.57988e+04 3.55062e+03 16.471  0.140 
OBS: 55529.420  M NULL  2.56094e+04 3.31068e+03 16.479  0.132 
OBS: 55531.330  M NULL  2.73653e+04 2.72318e+03 16.407  0.103 
OBS: 55532.320  M NULL  2.52116e+04 2.35609e+03 16.496  0.097 
OBS: 55536.420  M NULL  2.28455e+04 2.15799e+03 16.603  0.098 
OBS: 55538.380  M NULL  1.86380e+04 3.79046e+03 16.824  0.201 
OBS: 55540.350  M NULL  1.85695e+04 1.90438e+03 16.828  0.106 
OBS: 55542.400  M NULL  1.69512e+04 1.70402e+03 16.927  0.104 
OBS: 55566.350  M NULL  6.90558e+03 1.20777e+03 17.902  0.175 
OBS: 55569.350  M NULL  4.88877e+03 8.55035e+02 18.277  0.175 
OBS: 55497.420  L NULL  2.81579e+04 1.24568e+03 16.376  0.047 
OBS: 55500.450  L NULL  2.41213e+04 9.74479e+02 16.544  0.043 
OBS: 55502.430  L NULL  1.91249e+04 3.34490e+03 16.796  0.175 
OBS: 55503.430  L NULL  1.73620e+04 8.68550e+02 16.901  0.053 
OBS: 55507.540  L NULL  1.24738e+04 3.25871e+02 17.260  0.028 
OBS: 55508.540  L NULL  8.74178e+03 4.28865e+02 17.646  0.052 
OBS: 55511.430  L NULL  7.70549e+03 5.51091e+02 17.783  0.075 
OBS: 55513.410  L NULL  8.43335e+03 7.45750e+02 17.685  0.092 
OBS: 55516.480  L NULL  8.53493e+03 8.06212e+02 17.672  0.098 
OBS: 55529.420  L NULL  1.42037e+04 9.87826e+02 17.119  0.073 
OBS: 55531.330  L NULL  1.53179e+04 6.18832e+02 17.037  0.043 
OBS: 55532.320  L NULL  1.42167e+04 6.42617e+02 17.118  0.048 
OBS: 55536.420  L NULL  1.37658e+04 7.01963e+02 17.153  0.054 
OBS: 55538.380  L NULL  1.13032e+04 8.75511e+02 17.367  0.081 
OBS: 55540.350  L NULL  9.27257e+03 3.74604e+02 17.582  0.043 
OBS: 55542.400  L NULL  8.78213e+03 7.85401e+02 17.641  0.093 
OBS: 55566.350  L NULL  2.27196e+03 6.54890e+02 19.109  0.275 
OBS: 55569.350  L NULL  1.37911e+03 3.45930e+02 19.651  0.243 
OBS: 55497.420  N NULL  2.98401e+04 5.21896e+03 16.313  0.175 
OBS: 55502.430  N NULL  2.26778e+04 3.28795e+03 16.611  0.147 
OBS: 55503.430  N NULL  2.33776e+04 8.04195e+03 16.578  0.321 
OBS: 55508.540  N NULL  2.28876e+04 3.05421e+03 16.601  0.136 
OBS: 55511.430  N NULL  2.65950e+04 2.83566e+03 16.438  0.110 
OBS: 55516.480  N NULL  2.46377e+04 4.22920e+03 16.521  0.172 
OBS: 55529.420  N NULL  2.38561e+04 2.37397e+03 16.556  0.103 
OBS: 55531.330  N NULL  2.32702e+04 6.02524e+03 16.583  0.250 
OBS: 55536.420  N NULL  2.25736e+04 1.45900e+03 16.616  0.068 
OBS: 55538.380  N NULL  2.14981e+04 5.56640e+03 16.669  0.250 
OBS: 55540.350  N NULL  1.71080e+04 2.99215e+03 16.917  0.175 
OBS: 55542.400  N NULL  6.55239e+03 1.28190e+03 17.959  0.194 
OBS: 55569.350  N NULL  8.06863e+03 2.51903e+03 17.733  0.295 
END: 
