SURVEY:   CfAIR2 
SNID:      2010dw 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    230.667000  # deg 
DEC:        -5.921083  # deg 
REDSHIFT_HELIO: 0.038120 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.038696 +- 0.000100   # CMB 
MWEBV:      0.080 +-  0.013        # SFD98 * 0.86 
VPEC:      178.435 
VPEC_ERR:   250.000 
PEAKMJD:  55364.24             # at brightest obs 
HOSTGAL_LOGMASS:  10.6220 +- 4.047  #  

# ----------------------------------- 
NOBS: 47 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 55358.200  M NULL  6.41505e+03 5.28795e+02 17.982  0.086 
OBS: 55359.210  M NULL  9.51481e+03 2.46363e+03 17.554  0.250 
OBS: 55360.290  M NULL  8.13580e+03 1.42293e+03 17.724  0.175 
OBS: 55363.200  M NULL  7.09251e+03 1.83643e+03 17.873  0.250 
OBS: 55364.240  M NULL  7.61377e+03 1.33163e+03 17.796  0.175 
OBS: 55366.210  M NULL  6.02005e+03 1.73528e+03 18.051  0.275 
OBS: 55358.200  L NULL  6.99520e+03 4.86497e+02 17.888  0.073 
OBS: 55359.210  L NULL  7.73393e+03 3.94379e+02 17.779  0.054 
OBS: 55360.290  L NULL  7.42677e+03 9.83307e+02 17.823  0.135 
OBS: 55364.240  L NULL  7.09251e+03 3.75415e+02 17.873  0.056 
OBS: 55366.210  L NULL  5.08628e+03 4.34497e+02 18.234  0.089 
OBS: 55370.210  L NULL  2.40547e+03 5.43022e+02 19.047  0.221 
OBS: 55359.210  N NULL  1.34029e+04 5.13238e+03 17.182  0.352 
OBS: 55363.200  N NULL  2.15576e+04 3.77037e+03 16.666  0.175 
OBS: 55364.240  N NULL  2.17771e+04 5.63864e+03 16.655  0.250 
OBS: 55366.210  N NULL  1.75711e+04 6.21916e+03 16.888  0.329 
OBS: 55355.300  p NULL  9.90832e+03 2.08075e+02 17.510  0.021 
OBS: 55356.200  p NULL  1.03467e+04 2.01760e+02 17.463  0.019 
OBS: 55359.200  p NULL  1.00277e+04 2.07573e+02 17.497  0.021 
OBS: 55361.200  p NULL  9.18756e+03 1.71807e+02 17.592  0.019 
OBS: 55363.200  p NULL  8.68561e+03 2.63174e+02 17.653  0.030 
OBS: 55376.200  p NULL  2.97714e+03 6.60926e+01 18.816  0.022 
OBS: 55385.200  p NULL  1.20726e+03 2.28172e+01 19.796  0.019 
OBS: 55355.300  q NULL  1.11892e+04 2.20428e+02 17.378  0.020 
OBS: 55356.200  q NULL  1.14815e+04 2.88187e+02 17.350  0.025 
OBS: 55359.200  q NULL  1.20948e+04 4.49928e+02 17.294  0.037 
OBS: 55361.200  q NULL  1.18087e+04 3.02301e+02 17.320  0.026 
OBS: 55363.200  q NULL  1.11122e+04 2.32245e+02 17.386  0.021 
OBS: 55376.200  q NULL  6.05620e+03 1.33842e+02 18.044  0.022 
OBS: 55385.200  q NULL  4.06443e+03 8.37273e+01 18.477  0.021 
OBS: 55393.200  q NULL  2.23872e+03 5.10429e+01 19.125  0.023 
OBS: 55355.300  r NULL  1.13658e+04 2.96647e+02 17.361  0.026 
OBS: 55356.200  r NULL  1.16198e+04 3.30004e+02 17.337  0.028 
OBS: 55359.200  r NULL  1.20893e+04 3.53007e+02 17.294  0.029 
OBS: 55361.200  r NULL  1.22349e+04 5.97063e+02 17.281  0.049 
OBS: 55363.200  r NULL  1.18032e+04 2.27212e+03 17.320  0.193 
OBS: 55376.200  r NULL  6.89922e+03 1.41434e+02 17.903  0.021 
OBS: 55385.200  r NULL  5.69115e+03 1.21791e+02 18.112  0.021 
OBS: 55393.200  r NULL  4.05322e+03 8.43070e+01 18.480  0.021 
OBS: 55355.300  s NULL  8.28705e+03 1.68227e+02 17.704  0.020 
OBS: 55356.200  s NULL  8.27942e+03 1.54825e+02 17.705  0.019 
OBS: 55359.200  s NULL  7.78395e+03 1.60349e+02 17.772  0.021 
OBS: 55361.200  s NULL  7.56833e+03 2.59594e+02 17.802  0.034 
OBS: 55363.200  s NULL  7.15484e+03 1.66708e+02 17.863  0.023 
OBS: 55376.200  s NULL  4.82836e+03 9.94642e+01 18.291  0.021 
OBS: 55385.200  s NULL  5.14754e+03 1.07069e+02 18.221  0.021 
OBS: 55393.200  s NULL  4.18794e+03 1.41552e+02 18.445  0.034 
END: 
