SURVEY:   CfAIR2 
SNID:      sn2001cz 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    191.875710  # deg 
DEC:       -39.580030  # deg 
REDSHIFT_HELIO: 0.015487 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.016448 +- 0.000100   # CMB 
MWEBV:      0.079 +-  0.013        # SFD98 * 0.86 
VPEC:      199.129 
VPEC_ERR:   250.000 
PEAKMJD:  52101.00             # at brightest obs 
HOSTGAL_LOGMASS:  10.00 +- 3.00  #  

# ----------------------------------- 
NOBS: 24 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 52101.000  L NULL  5.10505e+04 6.28188e+03 15.730  0.126 
OBS: 52104.000  L NULL  4.45041e+04 5.24669e+03 15.879  0.121 
OBS: 52106.000  L NULL  3.99577e+04 4.71070e+03 15.996  0.121 
OBS: 52112.000  L NULL  3.89762e+04 8.57917e+03 16.023  0.216 
OBS: 52114.000  L NULL  3.45780e+04 5.30611e+03 16.153  0.155 
OBS: 52117.000  L NULL  3.45144e+04 5.77588e+03 16.155  0.168 
OBS: 52123.000  L NULL  4.43813e+04 8.87856e+03 15.882  0.198 
OBS: 52128.000  L NULL  5.51569e+04 8.46401e+03 15.646  0.155 
OBS: 52130.000  L NULL  5.51569e+04 7.59110e+03 15.646  0.140 
OBS: 52137.000  L NULL  5.14280e+04 9.72246e+03 15.722  0.188 
OBS: 52144.000  L NULL  3.25087e+04 4.57642e+03 16.220  0.143 
OBS: 52151.000  L NULL  2.34639e+04 2.16210e+01 16.574  0.001 
OBS: 52101.000  M NULL  6.89287e+04 3.98348e+03 15.404  0.061 
OBS: 52104.000  M NULL  6.31539e+04 3.64975e+03 15.499  0.061 
OBS: 52106.000  M NULL  5.63378e+04 3.42073e+03 15.623  0.064 
OBS: 52112.000  M NULL  2.33346e+04 2.72695e+03 16.580  0.120 
OBS: 52114.000  M NULL  1.89496e+04 1.54314e+03 16.806  0.085 
OBS: 52117.000  M NULL  1.36395e+04 1.30215e+03 17.163  0.099 
OBS: 52123.000  M NULL  1.02141e+04 1.24631e+03 17.477  0.125 
OBS: 52128.000  M NULL  1.54312e+04 1.34910e+03 17.029  0.091 
OBS: 52130.000  M NULL  1.84842e+04 1.39508e+03 16.833  0.079 
OBS: 52137.000  M NULL  2.42103e+04 2.38471e+03 16.540  0.102 
OBS: 52144.000  M NULL  1.55597e+04 1.15895e+03 17.020  0.078 
OBS: 52151.000  M NULL  8.59805e+03 8.12174e+02 17.664  0.098 
END: 
