SURVEY:   CfAIR2 
SNID:      2009bv 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    196.835290  # deg 
DEC:        35.784389  # deg 
REDSHIFT_HELIO: 0.036579 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.037363 +- 0.000100   # CMB 
MWEBV:      0.008 +-  0.001        # SFD98 * 0.86 
VPEC:      252.787 
VPEC_ERR:   250.000 
PEAKMJD:  54923.26             # at brightest obs 
HOSTGAL_LOGMASS:  10.4400 +- 0.342  #  

# ----------------------------------- 
NOBS: 100 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 54920.240  M NULL  7.38584e+03 1.42059e+03 17.829  0.191 
OBS: 54921.240  M NULL  8.51138e+03 2.20381e+03 17.675  0.250 
OBS: 54923.260  M NULL  7.99466e+03 9.26062e+02 17.743  0.119 
OBS: 54924.270  M NULL  8.48008e+03 6.40027e+02 17.679  0.079 
OBS: 54925.280  M NULL  7.85597e+03 1.08943e+03 17.762  0.141 
OBS: 54929.240  M NULL  6.11505e+03 7.90528e+02 18.034  0.132 
OBS: 54934.290  M NULL  5.45004e+03 7.61506e+02 18.159  0.142 
OBS: 54937.300  M NULL  6.47441e+03 1.13236e+03 17.972  0.175 
OBS: 54940.240  M NULL  8.32530e+03 6.61393e+02 17.699  0.083 
OBS: 54942.210  M NULL  8.08351e+03 1.21471e+03 17.731  0.152 
OBS: 54945.300  M NULL  9.70063e+03 9.45701e+02 17.533  0.101 
OBS: 54949.280  M NULL  1.06660e+04 8.68571e+02 17.430  0.085 
OBS: 54951.300  M NULL  9.21298e+03 5.14495e+02 17.589  0.059 
OBS: 54920.240  L NULL  9.27257e+03 6.63168e+02 17.582  0.075 
OBS: 54921.240  L NULL  1.01765e+04 7.07751e+02 17.481  0.073 
OBS: 54923.260  L NULL  1.00647e+04 3.96965e+02 17.493  0.042 
OBS: 54924.270  L NULL  1.15664e+04 7.81648e+02 17.342  0.071 
OBS: 54925.280  L NULL  9.71852e+03 2.51637e+03 17.531  0.250 
OBS: 54927.240  L NULL  9.53235e+03 1.04556e+03 17.552  0.113 
OBS: 54934.290  L NULL  5.60273e+03 4.89829e+02 18.129  0.091 
OBS: 54937.300  L NULL  2.58226e+03 4.51631e+02 18.970  0.175 
OBS: 54938.270  L NULL  2.49115e+03 6.21999e+02 19.009  0.242 
OBS: 54940.240  L NULL  3.00054e+03 8.79173e+02 18.807  0.279 
OBS: 54942.210  L NULL  3.03948e+03 6.35030e+02 18.793  0.206 
OBS: 54949.280  L NULL  3.34503e+03 2.42537e+02 18.689  0.076 
OBS: 54951.300  L NULL  3.65426e+03 6.19396e+02 18.593  0.170 
OBS: 54920.240  N NULL  1.27174e+04 3.29287e+03 17.239  0.250 
OBS: 54921.240  N NULL  1.49005e+04 1.83354e+03 17.067  0.126 
OBS: 54923.260  N NULL  1.72663e+04 3.43508e+03 16.907  0.197 
OBS: 54934.290  N NULL  1.29181e+04 2.48467e+03 17.222  0.191 
OBS: 54937.300  N NULL  1.13136e+04 3.19417e+03 17.366  0.270 
OBS: 54940.240  N NULL  9.54113e+03 3.64143e+03 17.551  0.351 
OBS: 54951.300  N NULL  9.46237e+03 2.57135e+03 17.560  0.261 
OBS: 54954.240  N NULL  1.25083e+04 2.18768e+03 17.257  0.175 
OBS: 54920.300  l NULL  1.27292e+04 2.32944e+02 17.238  0.018 
OBS: 54921.300  l NULL  1.38803e+04 2.51234e+02 17.144  0.018 
OBS: 54922.300  l NULL  1.48867e+04 2.35210e+02 17.068  0.016 
OBS: 54923.100  l NULL  1.58343e+04 2.75518e+02 17.001  0.017 
OBS: 54924.300  l NULL  1.70923e+04 2.75186e+02 16.918  0.016 
OBS: 54925.200  l NULL  1.87586e+04 3.67669e+02 16.817  0.020 
OBS: 54926.500  l NULL  1.76360e+04 3.95046e+02 16.884  0.022 
OBS: 54935.300  l NULL  1.05584e+04 1.97443e+02 17.441  0.019 
OBS: 54943.200  l NULL  6.61912e+03 3.16394e+02 17.948  0.048 
OBS: 54944.200  l NULL  5.66500e+03 1.59186e+02 18.117  0.028 
OBS: 54945.300  l NULL  5.24566e+03 1.28519e+02 18.201  0.025 
OBS: 54946.400  l NULL  4.68382e+03 8.24352e+01 18.323  0.018 
OBS: 54948.400  l NULL  3.51237e+03 7.05986e+01 18.636  0.020 
OBS: 54950.400  l NULL  2.71894e+03 4.92129e+01 18.914  0.018 
OBS: 54968.300  l NULL  9.56753e+02 1.73172e+01 20.048  0.018 
OBS: 54969.200  l NULL  9.49730e+02 1.71901e+01 20.056  0.018 
OBS: 54975.300  l NULL  8.70964e+02 1.75935e+01 20.150  0.020 
OBS: 54977.300  l NULL  7.44047e+02 1.54762e+01 20.321  0.021 
OBS: 54920.300  m NULL  1.21563e+04 2.28538e+02 17.288  0.019 
OBS: 54921.300  m NULL  1.34338e+04 2.08224e+02 17.180  0.015 
OBS: 54922.300  m NULL  1.43483e+04 2.22399e+02 17.108  0.015 
OBS: 54923.100  m NULL  1.53462e+04 3.13062e+02 17.035  0.020 
OBS: 54924.300  m NULL  1.58782e+04 2.74692e+02 16.998  0.017 
