SURVEY:   CfAIR2 
SNID:      f20080514-002 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    202.303000  # deg 
DEC:        11.272389  # deg 
REDSHIFT_HELIO: 0.022095 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.023060 +- 0.000100   # CMB 
MWEBV:      0.029 +-  0.005        # SFD98 * 0.86 
VPEC:      -365.552 
VPEC_ERR:   250.000 
PEAKMJD:  54608.17             # at brightest obs 
HOSTGAL_LOGMASS:  10.00 +- 3.00  #  

# ----------------------------------- 
NOBS: 26 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 54608.170  M NULL  2.26569e+04 2.67107e+03 16.612  0.121 
OBS: 54611.210  M NULL  2.06063e+04 3.14022e+03 16.715  0.154 
OBS: 54612.220  M NULL  1.96607e+04 3.20577e+03 16.766  0.164 
OBS: 54613.220  M NULL  1.85695e+04 4.40257e+03 16.828  0.231 
OBS: 54614.190  M NULL  1.71396e+04 2.09134e+03 16.915  0.125 
OBS: 54615.180  M NULL  1.56603e+04 3.34173e+03 17.013  0.210 
OBS: 54616.170  M NULL  1.60251e+04 4.14930e+03 16.988  0.250 
OBS: 54617.190  M NULL  1.50522e+04 3.44900e+03 17.056  0.224 
OBS: 54624.150  M NULL  1.36395e+04 3.12531e+03 17.163  0.224 
OBS: 54608.170  N NULL  2.58702e+04 4.52464e+03 16.468  0.175 
OBS: 54611.210  N NULL  1.97333e+04 1.41131e+03 16.762  0.075 
OBS: 54612.220  N NULL  1.65044e+04 2.30608e+03 16.956  0.142 
OBS: 54614.190  N NULL  1.87068e+04 4.84367e+03 16.820  0.250 
OBS: 54615.180  N NULL  1.70923e+04 1.59732e+03 16.918  0.097 
OBS: 54616.170  N NULL  2.10281e+04 3.15990e+03 16.693  0.152 
OBS: 54617.190  N NULL  1.91955e+04 1.48683e+03 16.792  0.081 
OBS: 54624.150  N NULL  1.55024e+04 2.08490e+03 17.024  0.137 
OBS: 54608.170  L NULL  2.47514e+04 3.92996e+03 16.516  0.160 
OBS: 54611.210  L NULL  2.49345e+04 2.73495e+03 16.508  0.113 
OBS: 54612.220  L NULL  2.38561e+04 4.17238e+03 16.556  0.175 
OBS: 54613.220  L NULL  2.07970e+04 1.06051e+03 16.705  0.054 
OBS: 54614.190  L NULL  1.98061e+04 1.28013e+03 16.758  0.068 
OBS: 54615.180  L NULL  1.77501e+04 1.78433e+03 16.877  0.104 
OBS: 54616.170  L NULL  1.58198e+04 2.76684e+03 17.002  0.175 
OBS: 54617.190  L NULL  1.46960e+04 1.46243e+03 17.082  0.103 
OBS: 54624.150  L NULL  6.71120e+03 1.17377e+03 17.933  0.175 
END: 
