SURVEY:   CfAIR2 
SNID:      sn2011df 
FILTERS:  abcdefghijklmnopqrsBCDEFGHIJKLMN 
RA:    291.890000  # deg 
DEC:        54.386500  # deg 
REDSHIFT_HELIO: 0.014547 +- 0.000100   # Helio 
REDSHIFT_FINAL: 0.014026 +- 0.000100   # CMB 
MWEBV:      0.112 +-  0.019        # SFD98 * 0.86 
VPEC:      301.150 
VPEC_ERR:   250.000 
PEAKMJD:  55711.39             # at brightest obs 
HOSTGAL_LOGMASS:  10.00 +- 3.00  #  

# ----------------------------------- 
NOBS: 49 
NVAR: 7 
VARLIST: MJD   FLT FIELD   FLUXCAL   FLUXCALERR    MAG   MAGERR 
OBS: 55711.390  L NULL  5.53605e+04 2.82302e+03 15.642  0.054 
OBS: 55713.350  L NULL  5.24324e+04 3.23485e+03 15.701  0.065 
OBS: 55714.350  L NULL  5.26744e+04 3.61150e+03 15.696  0.072 
OBS: 55715.310  L NULL  4.79071e+04 2.16547e+03 15.799  0.048 
OBS: 55716.400  L NULL  4.90682e+04 3.41256e+03 15.773  0.073 
OBS: 55717.320  L NULL  4.42181e+04 3.20611e+03 15.886  0.076 
OBS: 55718.290  L NULL  4.19179e+04 7.33135e+03 15.944  0.175 
OBS: 55719.290  L NULL  4.37724e+04 3.43394e+03 15.897  0.082 
OBS: 55720.340  L NULL  4.08884e+04 2.96468e+03 15.971  0.076 
OBS: 55721.280  L NULL  4.14190e+04 2.88058e+03 15.957  0.073 
OBS: 55722.280  L NULL  4.14190e+04 2.83980e+03 15.957  0.072 
OBS: 55723.290  L NULL  4.19179e+04 2.50425e+03 15.944  0.063 
OBS: 55724.280  L NULL  3.99577e+04 3.41340e+03 15.996  0.089 
OBS: 55725.260  L NULL  4.39744e+04 7.69102e+03 15.892  0.175 
OBS: 55727.270  L NULL  4.04762e+04 2.77516e+03 15.982  0.072 
OBS: 55729.250  L NULL  4.05509e+04 3.99425e+03 15.980  0.102 
OBS: 55730.270  L NULL  3.73594e+04 6.53407e+03 16.069  0.175 
OBS: 55731.280  L NULL  4.02903e+04 2.48573e+03 15.987  0.065 
OBS: 55732.270  L NULL  4.22669e+04 7.39237e+03 15.935  0.175 
OBS: 55736.280  L NULL  4.66015e+04 1.20663e+04 15.829  0.250 
OBS: 55746.320  L NULL  5.65979e+04 3.27087e+03 15.618  0.061 
OBS: 55756.270  L NULL  3.50913e+04 6.13739e+03 16.137  0.175 
OBS: 55759.230  L NULL  3.26588e+04 3.01918e+03 16.215  0.096 
OBS: 55769.250  L NULL  2.34639e+04 4.10378e+03 16.574  0.175 
OBS: 55772.150  L NULL  1.50661e+04 4.23583e+03 17.055  0.269 
OBS: 55711.390  M NULL  6.37970e+04 1.72698e+03 15.488  0.029 
OBS: 55713.350  M NULL  6.19441e+04 1.91164e+03 15.520  0.033 
OBS: 55714.350  M NULL  5.98136e+04 1.61915e+03 15.558  0.029 
OBS: 55715.310  M NULL  5.45004e+04 1.42379e+03 15.659  0.028 
OBS: 55716.400  M NULL  5.50554e+04 1.12695e+03 15.648  0.022 
OBS: 55717.320  M NULL  4.80839e+04 4.00239e+02 15.795  0.009 
OBS: 55718.290  M NULL  4.69462e+04 6.09266e+02 15.821  0.014 
OBS: 55719.290  M NULL  4.33311e+04 2.00007e+02 15.908  0.005 
OBS: 55720.340  M NULL  3.90481e+04 1.20505e+03 16.021  0.033 
OBS: 55721.280  M NULL  3.55140e+04 2.29707e+02 16.124  0.007 
OBS: 55722.280  M NULL  3.32660e+04 7.43525e+02 16.195  0.024 
OBS: 55723.290  M NULL  3.10456e+04 4.02909e+02 16.270  0.014 
OBS: 55724.280  M NULL  2.78997e+04 1.26111e+03 16.386  0.048 
OBS: 55725.260  M NULL  2.27405e+04 9.40498e+02 16.608  0.044 
OBS: 55727.270  M NULL  1.78484e+04 5.67770e+02 16.871  0.034 
OBS: 55729.250  M NULL  1.39959e+04 2.44784e+03 17.135  0.175 
OBS: 55730.270  M NULL  1.28944e+04 7.45182e+02 17.224  0.061 
OBS: 55731.280  M NULL  1.31583e+04 6.58256e+02 17.202  0.053 
OBS: 55732.270  M NULL  1.25199e+04 4.93801e+02 17.256  0.042 
OBS: 55736.280  M NULL  1.65806e+04 7.49467e+02 16.951  0.048 
OBS: 55746.320  M NULL  2.55623e+04 1.15545e+03 16.481  0.048 
OBS: 55756.270  M NULL  2.06824e+04 1.31650e+03 16.711  0.067 
OBS: 55759.230  M NULL  1.43219e+04 4.41984e+02 17.110  0.033 
OBS: 55772.150  M NULL  6.34454e+03 5.67403e+02 17.994  0.093 
END: 
