SURVEY:    DES 
SNID:      1516088
IAUC:      DES16X3cry    # TRANSIENT_NAME in SNCAND table
SNTYPE:      0     #  
FILTERS:   griz 
PIXSIZE:   0.27    # arcsec 
NXPIX:     2048  
NYPIX:     4096  
FAKE:      0 
RA:        36.043934  deg
DECL:      -3.831067  deg
MWEBV:     0  # WARNING: see OPT_MWEBV in SNANA manual 
MWEBV_ERR: 0  
REDSHIFT_HELIO:  0.5301  +-  0.0789    # zPHOT(host) 
REDSHIFT_FINAL:  0.5289  +-  0.0789    # CMB

HOSTGAL_OBJID:   105001 
HOSTGAL_PHOTOZ:  0.5301 +-  0.0789
HOSTGAL_SPECZ:   -9.0000 +-  -9.0000
HOSTGAL_SNSEP:   0.41    # arcsec
HOSTGAL_MAG:     25.88 24.66 24.39 24.36    # Aper_4 
HOSTGAL_SB_FLUXCAL: 1.07 2.44 3.71 4.00    # griz FLUXCAL/asec^2 

PRIVATE(DES_snid):            1516088 
PRIVATE(DES_cand_type):         0   (OK)
PRIVATE(DES_transient_status):  8  
PRIVATE(DES_ccdnum):            4  # first CCDNUM in query 
PRIVATE(DES_numepochs):         24  # read from SNCAND 
PRIVATE(DES_numepochs_ml):      24  # read from SNCAND 
PRIVATE(DES_numepochs_ml_Y0):      0  # computed 
PRIVATE(DES_numepochs_ml_Y1):      0  # computed 
PRIVATE(DES_numepochs_ml_Y2):      0  # computed 
PRIVATE(DES_numepochs_ml_Y3):      0  # computed 
PRIVATE(DES_numepochs_ml_Y4):      24  # computed 
PRIVATE(DES_numepochs_ml_Y5):      0  # computed 
PRIVATE(DES_numepochs_ml_Y6):      0  # computed 
PRIVATE(DES_mjd_trigger):       57687.113 # computed
PRIVATE(DES_mjd_latest_ml):     57771.040 # computed 
PRIVATE(DES_latest_nite_ml):    20170117   # read from SNCAND
PRIVATE(DES_nobs_offccd):       0  # computed 
PRIVATE(DES_nobs_photerr):      1  # (Nobs with PHOTLAG & 1016) 
PRIVATE(DES_hostgal_dlr):       1.08   
PRIVATE(DES_hostgal_gradient_g):   -0.73 
PRIVATE(DES_hostgal_gradient_r):   -1.69 
PRIVATE(DES_hostgal_gradient_i):   -2.71 
PRIVATE(DES_hostgal_gradient_z):   -2.80 


# ------------------ 
NOBS: 420 
NVAR: 15 
VARLIST: MJD  FLT  FIELD FLUXCAL  FLUXCALERR PHOTFLAG PHOTPROB ZPFLUX PSF SKYSIG SKYSIG_T GAIN XPIX YPIX  NITE  

# Begin Y1 obs 

OBS:   56536.207  g  X3   7.9540e-01   2.9802e+00    1   -9  31.876 2.566 14.6 4.9 3.53 652.73 2805.03  20130831 
OBS:   56537.291  z  X3   1.2634e+00   3.5421e+00    1   -9  33.914 2.166 128.6 48.8 3.91 620.69 2857.86  20130901 
OBS:   56537.379  i  X3  -2.2728e+00   2.5868e+00    1   -9  33.485 2.266 64.8 24.2 3.71 624.91 2835.56  20130901 
OBS:   56538.261  r  X3  -1.8718e+00   2.9211e+00    1   -9  33.122 3.261 36.0 15.0 3.51 624.85 2880.72  20130902 
OBS:   56543.223  g  X3   3.8114e+00   2.2240e+00    1   -9  32.165 2.519 14.5 6.7 3.50 614.55 2861.57  20130907 
OBS:   56543.338  z  X3   1.8624e-01   3.5278e+00    1   -9  33.893 2.160 125.9 47.9 3.91 616.23 2862.66  20130907 
OBS:   56543.385  i  X3  -2.7822e+00   3.4414e+00    1   -9  33.479 2.914 70.8 25.3 3.67 615.56 2869.52  20130907 
OBS:   56545.210  r  X3  -3.0276e+00   2.4541e+00    1   -9  32.829 2.140 35.2 11.3 3.52 631.40 2877.13  20130909 
OBS:   56547.291  g  X3   1.4865e-01   2.7185e+00    1   -9  32.215 3.070 14.7 7.0 3.55 601.11 2851.08  20130911 
OBS:   56547.300  z  X3   1.6210e+00   3.5711e+00    1   -9  33.939 2.404 120.1 49.9 3.88 633.59 2856.16  20130911 
OBS:   56547.362  i  X3  -1.1309e-01   2.8985e+00    1   -9  33.481 2.411 65.3 24.4 3.69 609.26 2882.88  20130911 
OBS:   56552.211  z  X3   1.3585e+01   7.0396e+00    1   -9  33.976 4.045 139.7 51.5 3.86 627.85 2873.22  20130916 
OBS:   56558.262  z  X3   5.2943e+00   4.6319e+00    1   -9  33.973 2.003 202.2 51.0 3.71 641.35 2882.23  20130922 
OBS:   56559.232  i  X3   4.4315e+00   4.5250e+00    1   -9  33.487 2.820 84.7 24.9 3.70 634.46 2856.46  20130923 
OBS:   56559.299  r  X3  -5.3086e+00   3.5743e+00    1   -9  33.104 2.151 70.2 14.8 3.63 625.02 2849.76  20130923 
OBS:   56563.168  g  X3  -8.6935e-01   2.3947e+00    1   -9  32.112 2.496 15.0 6.4 3.53 613.29 2873.51  20130927 
OBS:   56563.339  z  X3   2.8396e+00   3.8418e+00    1   -9  33.965 2.319 144.7 50.9 3.87 634.47 2859.49  20130927 
OBS:   56564.268  i  X3  -3.3644e+00   2.1226e+00    1   -9  33.468 2.073 58.6 23.8 3.62 618.35 2882.17  20130928 
OBS:   56564.310  r  X3  -9.7260e-01   2.4245e+00    1   -9  33.096 2.400 40.7 14.7 3.56 646.69 2867.56  20130928 
OBS:   56567.249  g  X3  -1.1305e-01   1.7309e+00    1   -9  32.179 1.986 14.3 6.8 3.53 640.64 2873.53  20131001 
OBS:   56568.146  z  X3   1.7332e+00   3.1757e+00    1   -9  33.913 2.456 97.9 49.4 3.88 635.07 2854.20  20131002 
OBS:   56568.219  i  X3   1.2473e+00   2.2170e+00    1   -9  33.474 2.276 50.6 23.9 3.65 617.86 2867.84  20131002 
OBS:   56568.272  r  X3  -5.3389e-01   1.8474e+00    1   -9  33.104 2.213 32.2 15.1 3.50 644.49 2844.50  20131002 
OBS:   56575.215  g  X3  -3.6152e-01   1.7132e+00    1   -9  32.189 1.895 15.0 6.9 3.51 631.61 2887.53  20131009 
OBS:   56575.319  z  X3   1.9789e+00   3.5040e+00  2049   -9  33.913 1.910 152.7 49.4 3.87 629.55 2859.53  20131009 
OBS:   56576.126  i  X3  -2.3006e+00   2.2077e+00    1   -9  33.460 1.843 64.6 23.9 3.71 617.08 2850.45  20131010 
OBS:   56576.190  r  X3   1.7743e+00   2.0743e+00    1   -9  33.069 2.238 35.1 15.0 3.51 627.80 2882.17  20131010 
OBS:   56579.204  g  X3   3.2120e+00   4.8052e+00    1   -9  32.174 2.257 37.3 7.7 3.76 630.44 2890.20  20131013 
OBS:   56579.265  z  X3   6.9642e-01   3.5154e+00    1   -9  33.934 2.061 143.2 50.4 3.89 640.27 2860.56  20131013 
OBS:   56580.132  i  X3   7.5331e-01   3.6287e+00  2049   -9  33.446 2.202 94.1 24.2 3.75 629.38 2882.17  20131014 
OBS:   56580.155  r  X3   1.6789e+00   4.1429e+00    1   -9  33.076 2.336 71.3 14.7 3.66 638.80 2868.14  20131014 
OBS:   56591.197  g  X3   2.6814e-01   2.5484e+00    1   -9  32.200 2.304 18.7 7.7 3.61 615.97 2887.65  20131025 
OBS:   56591.255  z  X3   7.2584e+00   4.1633e+00    1   -9  33.941 2.126 163.4 50.4 3.84 634.82 2854.22  20131025 
OBS:   56592.081  i  X3  -3.5109e+00   3.9407e+00    1   -9  33.449 2.869 72.4 24.1 3.66 594.66 2906.81  20131026 
OBS:   56592.108  r  X3  -1.2708e+01   2.7520e+00  513   -9  33.086 2.845 37.6 14.9 3.60 615.03 2865.31  20131026 
OBS:   56595.106  g  X3  -3.8551e+00   4.2874e+00    1   -9  31.677 2.819 15.9 4.6 3.60 615.00 2874.41  20131029 
OBS:   56595.165  z  X3   3.1227e+01   1.7048e+01  1025   -9  32.291 2.366 132.8 11.1 3.96 630.42 2870.46  20131029 
OBS:   56602.144  g  X3   9.6182e-01   1.8818e+00    1   -9  32.184 2.066 15.3 6.8 3.54 640.91 2888.82  20131105 
OBS:   56602.205  z  X3   5.1837e-01   3.1967e+00    1   -9  33.891 1.773 143.8 48.0 3.89 648.62 2861.50  20131105 
OBS:   56602.252  i  X3  -2.2063e+00   2.7151e+00    1   -9  33.447 1.927 76.0 23.8 3.70 633.14 2842.52  20131105 
OBS:   56603.052  r  X3  -1.6634e+00   2.2943e+00    1   -9  33.076 2.362 38.1 15.1 3.60 627.06 2879.58  20131106 
OBS:   56607.158  g  X3  -1.2460e+01   6.7517e+00    1   -9  32.178 3.567 30.8 6.5 3.69 619.61 2888.95  20131110 
OBS:   56608.133  z  X3   2.4497e+00   3.7450e+00    1   -9  33.853 1.971 145.7 46.5 3.89 632.89 2868.13  20131111 
OBS:   56608.207  i  X3  -3.0116e-01   3.3002e+00    1   -9  33.426 2.146 84.2 22.7 3.69 577.49 2883.79  20131111 
OBS:   56615.111  z  X3   6.6748e+00   6.2462e+00    1   -9  33.872 2.741 172.7 47.2 3.83 638.29 2877.67  20131118 
OBS:   56615.206  i  X3   1.0087e+01   5.2697e+00    1   -9  33.435 2.346 125.1 23.4 3.77 651.85 2864.04  20131118 
OBS:   56616.087  r  X3  -2.1078e+01   1.1822e+01    1   -9  32.626 2.946 112.6 9.7 3.66 644.58 2858.19  20131119 
OBS:   56617.033  g  X3  -6.1349e-02   2.2698e+00    1   -9  32.073 2.172 15.9 6.2 3.57 616.76 2881.78  20131120 
OBS:   56627.064  g  X3   2.6960e-01   1.7475e+00    1   -9  32.158 1.872 15.4 6.7 3.57 624.12 2868.49  20131130 
OBS:   56627.073  z  X3   3.8711e+00   2.4133e+00    1   -9  33.924 1.571 126.4 49.4 3.91 637.05 2882.38  20131130 
OBS:   56627.120  i  X3   3.0745e+00   2.1342e+00    1   -9  33.415 1.723 65.8 22.6 3.70 612.21 2855.99  20131130 
OBS:   56627.161  r  X3   3.4674e-01   1.5162e+00    1   -9  33.078 1.692 34.5 14.4 3.52 635.62 2866.90  20131130 
OBS:   56635.142  g  X3   6.6111e+00   4.2238e+00    1   -9  32.200 2.899 24.8 6.9 3.69 637.31 2866.90  20131208 
OBS:   56635.151  z  X3  -1.1507e+00   4.8699e+00    1   -9  33.922 2.347 167.9 49.3 3.85 632.94 2863.47  20131208 
OBS:   56636.104  i  X3   3.6181e+00   2.8171e+00    1   -9  33.476 1.934 81.4 24.0 3.70 640.61 2878.11  20131209 
OBS:   56636.152  r  X3   2.7003e+00   2.6131e+00    1   -9  33.102 2.076 53.4 15.4 3.61 629.43 2893.76  20131209 
OBS:   56640.069  z  X3   4.0000e+00   5.8929e+00    1   -9  33.891 1.942 261.4 46.9 3.17 634.94 2907.41  20131213 
OBS:   56646.077  g  X3   3.3028e+00   3.4408e+00    1   -9  32.195 1.742 35.5 6.9 3.72 624.79 2882.44  20131219 
OBS:   56646.086  i  X3   4.6356e+00   2.3353e+00    1   -9  33.486 1.575 83.0 24.4 3.69 643.74 2857.33  20131219 
OBS:   56646.110  r  X3  -2.8865e+00   2.4511e+00    1   -9  33.109 1.664 61.5 14.9 3.61 630.55 2863.12  20131219 
OBS:   56647.047  z  X3  -1.1068e+00   2.4711e+00    1   -9  33.926 1.596 124.6 49.3 3.91 624.05 2879.29  20131220 
OBS:   56653.114  g  X3   4.5932e-01   2.8016e+00    1   -9  32.104 2.708 15.1 6.1 3.57 637.19 2863.56  20131226 
OBS:   56653.123  i  X3  -9.3794e-01   3.4048e+00    1   -9  33.423 2.683 65.0 22.9 3.69 619.01 2863.51  20131226 
OBS:   56654.045  z  X3   5.3283e-02   2.9168e+00    1   -9  33.870 1.594 139.8 46.1 3.90 596.16 2892.83  20131227 
OBS:   56654.091  r  X3  -6.5407e-01   1.4867e+00    1   -9  33.096 1.721 33.5 14.9 3.52 634.93 2865.51  20131227 
OBS:   56661.047  g  X3  -2.0527e-01   3.3325e+00    1   -9  32.144 2.946 18.1 6.6 3.62 615.16 2856.93  20140103 
OBS:   56661.056  z  X3  -1.1492e+00   4.5430e+00    1   -9  33.779 2.280 140.2 42.3 3.90 629.22 2860.91  20140103 
OBS:   56661.103  i  X3  -2.7760e+00   3.3729e+00    1   -9  33.388 2.279 76.2 22.4 3.69 610.19 2884.04  20140103 
OBS:   56662.044  r  X3  -3.4200e+00   1.7205e+00    1   -9  33.079 1.816 37.7 14.0 3.56 635.90 2863.41  20140104 
OBS:   56668.095  z  X3   1.3640e+00   3.5816e+00    1   -9  33.921 1.879 157.2 49.0 3.85 646.68 2880.86  20140110 
OBS:   56669.058  i  X3   1.1820e+00   3.5172e+00    1   -9  33.432 1.644 120.9 23.8 3.77 641.04 2892.56  20140111 
OBS:   56669.081  r  X3   2.6773e+00   4.2260e+00    1   -9  33.053 1.899 90.2 13.7 3.67 638.01 2896.79  20140111 
OBS:   56676.071  g  X3   2.9616e+00   7.2646e+00    1   -9  32.042 2.714 42.3 5.7 3.73 611.90 2878.58  20140118 
OBS:   56676.118  r  X3  -5.3889e-01   5.9978e+00    1   -9  32.958 2.716 79.2 12.3 3.67 628.92 2879.65  20140118 
OBS:   56677.060  z  X3  -6.1494e+00   4.4441e+00    1   -9  33.791 1.979 161.3 43.4 3.85 631.84 2859.45  20140119 
OBS:   56683.077  g  X3   3.8956e+00   3.0139e+00    1   -9  31.972 2.565 15.8 5.4 3.61 629.61 2888.90  20140125 
OBS:   56683.086  i  X3   1.3934e+00   4.7230e+00    1   -9  32.780 2.436 58.3 12.2 3.69 623.37 2874.62  20140125 
OBS:   56684.039  z  X3  -4.3988e+00   8.4426e+00    1   -9  33.789 3.714 157.9 43.9 3.85 631.07 2884.64  20140126 
OBS:   56685.039  i  X3  -4.0884e+00   2.8858e+00    1   -9  33.418 2.123 73.1 22.3 3.68 605.38 2857.50  20140127 
OBS:   56685.063  r  X3   6.8160e-01   2.2548e+00    1   -9  33.025 2.304 37.0 13.3 3.59 640.66 2866.08  20140127 
OBS:   56690.079  g  X3  -4.9947e+00   2.6676e+00    1   -9  31.969 2.211 17.3 5.6 3.61 639.40 2884.83  20140201 
OBS:   56692.059  i  X3  -2.1255e+00   3.0918e+00    1   -9  33.371 1.780 90.4 21.8 3.74 634.98 2890.30  20140203 
OBS:   56693.049  r  X3   8.7579e-01   3.4133e+00    1   -9  32.989 1.974 65.3 12.9 3.56 632.33 2878.27  20140204 
OBS:   56696.025  z  X3  -5.6131e+00   4.7056e+00    1   -9  33.789 1.826 189.3 43.1 3.81 608.30 2859.78  20140207 
OBS:   56697.079  g  X3  -7.2684e+00   9.5355e+00    1   -9  31.924 2.528 54.3 5.3 3.75 624.14 2869.36  20140208 

# Begin Y2 obs 

OBS:   56890.272  g  X3  -7.5442e+00   6.7729e+00  1025   -9  32.039 5.324 15.4 4.5 3.52 651.14 2876.42  20140820 
OBS:   56890.281  z  X3  -7.4054e+00   5.0622e+00    1   -9  33.893 2.792 141.8 44.7 3.87 641.41 2879.91  20140820 
OBS:   56890.342  i  X3  -2.9787e+00   3.2340e+00    1   -9  33.425 2.577 76.2 23.9 3.68 640.71 2860.80  20140820 
OBS:   56890.366  r  X3   1.0030e+01   4.0644e+00  1025   -9  33.069 3.838 39.8 12.5 3.56 646.50 2881.97  20140820 
OBS:   56903.237  g  X3   1.3768e+00   3.4996e+00    1   -9  31.900 2.275 20.1 4.0 3.65 631.72 2865.84  20140902 
OBS:   56903.359  i  X3  -4.2279e-01   7.1131e+00    1   -9  32.907 2.843 82.4 14.8 3.72 629.87 2877.97  20140902 
OBS:   56904.234  z  X3  -1.6527e+00   3.7147e+00    1   -9  33.867 2.180 124.7 43.6 3.89 622.18 2868.03  20140903 
OBS:   56912.204  z  X3  -6.4617e+00   4.8363e+00    1   -9  33.914 2.131 183.0 45.5 3.76 650.34 2853.32  20140911 
OBS:   56915.204  r  X3  -1.1667e-01   4.3304e+00    1   -9  33.033 2.895 55.9 12.0 3.59 629.97 2862.30  20140914 
OBS:   56915.232  i  X3   2.0886e+00   4.3384e+00    1   -9  33.425 2.548 91.2 23.8 3.67 631.60 2871.86  20140914 
OBS:   56915.255  g  X3  -6.5672e+00   5.5565e+00    1   -9  32.111 2.737 32.8 5.8 3.70 638.97 2870.81  20140914 
OBS:   56916.194  g  X3  -3.8194e+00   7.8142e+00    1   -9  30.759 2.366 15.3 1.9 3.60 646.01 2855.93  20140915 
OBS:   56916.272  z  X3   3.2160e+00   4.2820e+00    1   -9  33.514 1.768 135.3 33.5 3.90 640.37 2856.86  20140915 
OBS:   56924.193  r  X3   9.7025e-01   1.9162e+00    1   -9  33.042 2.157 32.0 12.0 3.52 617.85 2864.18  20140923 
OBS:   56924.209  i  X3  -1.5315e+00   2.1936e+00    1   -9  33.432 2.037 55.7 24.8 3.63 642.92 2853.68  20140923 
OBS:   56924.233  z  X3   6.0325e-02   2.8626e+00    1   -9  33.886 2.020 106.3 44.3 3.89 623.61 2865.72  20140923 
OBS:   56925.179  g  X3   4.0759e-01   2.2221e+00    1   -9  32.068 2.351 14.3 5.4 3.53 649.32 2850.87  20140924 
OBS:   56931.174  r  X3  -1.3046e+00   2.2133e+00    1   -9  33.037 2.090 40.3 11.9 3.58 622.10 2858.23  20140930 
OBS:   56931.190  i  X3  -5.0804e+00   2.2983e+00    1   -9  33.425 1.820 67.4 24.1 3.70 639.68 2862.92  20140930 
OBS:   56931.279  z  X3  -1.7780e+00   2.7948e+00    1   -9  33.864 1.763 123.5 43.8 3.90 615.77 2863.33  20140930 
OBS:   56932.152  g  X3   8.9832e+00   5.0662e+00    1   -9  32.009 2.566 30.3 5.5 3.72 651.06 2875.29  20141001 
OBS:   56936.157  r  X3   6.4953e+00   6.5440e+00    1   -9  33.034 2.904 85.2 12.0 3.65 621.12 2874.94  20141005 
OBS:   56936.173  i  X3  -5.8442e+00   5.1351e+00    1   -9  33.437 2.736 100.8 24.0 3.75 613.56 2855.48  20141005 
OBS:   56936.197  z  X3   1.3369e+00   4.7456e+00    1   -9  33.906 2.484 151.8 46.8 3.86 645.52 2855.63  20141005 
OBS:   56943.192  g  X3   7.5102e+00   5.1259e+00    1   -9  32.120 2.402 35.2 5.9 3.72 646.47 2884.43  20141012 
OBS:   56943.258  r  X3  -2.3033e+00   3.1173e+00    1   -9  33.063 2.291 53.6 13.2 3.61 642.89 2876.50  20141012 
OBS:   56943.274  i  X3   1.0022e+00   2.9190e+00    1   -9  33.441 2.138 70.3 24.0 3.70 632.61 2875.75  20141012 
OBS:   56943.298  z  X3  -2.0441e+00   3.7356e+00    1   -9  33.904 2.308 127.2 45.4 3.89 627.13 2852.67  20141012 
OBS:   56949.126  g  X3   2.0367e+00   6.5288e+00    1   -9  30.970 2.263 16.2 1.9 3.65 645.84 2873.33  20141018 
OBS:   56949.135  r  X3  -7.8357e+00   4.9670e+00    1   -9  32.274 2.439 38.3 6.8 3.63 637.77 2880.41  20141018 
OBS:   56949.151  i  X3  -1.5602e+00   2.6370e+00    1   -9  33.269 1.916 64.9 21.1 3.71 641.66 2862.37  20141018 
OBS:   56949.175  z  X3   2.2002e+00   9.1343e+00    1   -9  32.882 2.421 121.0 18.1 3.95 638.07 2852.20  20141018 
OBS:   56956.217  g  X3  -3.5918e+00   2.3015e+00    1   -9  32.053 2.051 17.0 5.9 3.64 676.88 2877.40  20141025 
OBS:   56956.226  r  X3  -3.0620e+00   2.2381e+00    1   -9  32.922 1.953 38.0 12.5 3.62 678.05 2855.23  20141025 
OBS:   56956.242  i  X3  -6.1283e+00   3.3043e+00    1   -9  33.230 2.145 70.6 22.3 3.71 702.37 2875.15  20141025 
OBS:   56956.266  z  X3  -1.7839e+00   3.8132e+00    1   -9  33.647 1.750 137.2 40.2 3.90 719.31 2889.49  20141025 
OBS:   56960.247  g  X3  -4.5157e-01   4.0857e+00    1   -9  32.047 3.696 16.2 4.7 3.61 629.25 2872.35  20141029 
