   5601.764      0.9745793    
   5609.353      0.9655484    
   5616.952      0.9670370    
   5624.562      0.9779927    
   5632.181      0.9967648    
   5639.811       1.021169    
   5647.451       1.048590    
   5655.102       1.076154    
   5662.763       1.100990    
   5670.435       1.120551    
   5678.116       1.132966    
   5685.809       1.137313    
   5693.511       1.133771    
   5701.225       1.123577    
   5708.948       1.108791    
   5716.682       1.091895    
   5724.426       1.075333    
   5732.181       1.061067    
   5739.947       1.050275    
   5747.723       1.043249    
   5755.509       1.039495    
   5763.307       1.038018    
   5771.114       1.037687    
   5778.933       1.037587    
   5786.761       1.037258    
   5794.600       1.036762    
   5802.451       1.036572    
   5810.312       1.037324    
   5818.183       1.039517    
   5826.065       1.043245    
   5833.958       1.048052    
   5841.861       1.052950    
   5849.775       1.056594    
   5857.700       1.057571    
   5865.635       1.054724    
   5873.582       1.047421    
   5881.539       1.035713    
   5889.506       1.020326    
   5897.485       1.002501    
   5905.475      0.9837201    
   5913.475      0.9653894    
   5921.486      0.9485449    
   5929.508      0.9336525    
   5937.541      0.9205428    
   5945.584      0.9084878    
   5953.639      0.8964036    
   5961.705      0.8831319    
   5969.781      0.8677426    
   5977.868      0.8497962    
   5985.967      0.8295131    
   5994.076      0.8078151    
   6002.196      0.7862233    
   6010.328      0.7666293    
   6018.470      0.7509737    
   6026.624      0.7408915    
   6034.788      0.7373887    
   6042.963      0.7406213    
   6051.150      0.7498264    
   6059.347      0.7634282    
   6067.556      0.7793118    
   6075.776      0.7952126    
   6084.007      0.8091440    
   6092.249      0.8197711    
   6100.502      0.8266420    
   6108.767      0.8302256    
   6117.042      0.8317366    
   6125.330      0.8327944    
   6133.627      0.8349975    
   6141.937      0.8395191    
   6150.257      0.8468333    
   6158.589      0.8566414    
   6166.933      0.8680206    
   6175.287      0.8797547    
   6183.653      0.8907543    
   6192.030      0.9004496    
   6200.418      0.9090405    
   6208.818      0.9175261    
   6217.229      0.9275002    
   6225.652      0.9407561    
   6234.086      0.9588065    
   6242.532      0.9824451    
   6250.988       1.011468    
   6259.457       1.044634    
   6267.936       1.079866    
   6276.428       1.114659    
   6284.931       1.146563    
   6293.445       1.173639    
   6301.971       1.194758    
   6310.508       1.209691    
   6319.057       1.218984    
   6327.617       1.223666    
   6336.189       1.224914    
   6344.773       1.223754    
   6353.370       1.220912    
   6361.976       1.216828    
   6370.595       1.211815    
   6379.225       1.206286    
   6387.867       1.200945    
   6396.521       1.196846    
   6405.186       1.195258    
   6413.864       1.197367    
   6422.552       1.203855    
   6431.253       1.214508    
   6439.965       1.227963    
   6448.690       1.241713    
   6457.426       1.252423    
   6466.174       1.256516    
   6474.934       1.250921    
   6483.706       1.233823    
   6492.489       1.205218    
   6501.285       1.167130    
   6510.092       1.123399    
   6518.912       1.079059    
   6527.743       1.039412    
   6536.586       1.008986    
   6545.442      0.9906146    
   6554.309      0.9848207    
   6563.188      0.9896786    
   6572.080       1.001178    
   6580.983       1.014036    
   6589.898       1.022784    
   6598.825       1.022911    
   6607.765       1.011810    
   6616.717      0.9893348    
   6625.681      0.9578463    
   6634.657      0.9217362    
   6643.645      0.8865366    
   6652.645      0.8577984    
   6661.658      0.8399770    
   6670.682      0.8355521    
   6679.719      0.8445554    
   6688.768      0.8645913    
   6697.829      0.8913284    
   6706.903      0.9193469    
   6715.989      0.9431552    
   6725.087      0.9581664    
   6734.198      0.9614494    
   6743.321      0.9521218    
   6752.457      0.9313412    
   6761.604      0.9019344    
   6770.764      0.8677747    
   6779.937      0.8330576    
   6789.122      0.8016271    
   6798.319      0.7764738    
   6807.528      0.7594703    
   6816.751      0.7513491    
   6825.986      0.7518686    
   6835.233      0.7600842    
   6844.493      0.7746326    
   6853.765      0.7939541    
   6863.050      0.8164198    
   6872.347      0.8403677    
   6881.658      0.8640862    
   6890.980      0.8858070    
   6900.315      0.9037540    
   6909.664      0.9162813    
   6919.025      0.9220908    
   6928.398      0.9204866    
   6937.784      0.9115986    
   6947.183      0.8965008    
   6956.595      0.8771697    
