SPECBIN: 7690.5 7711.5 21.147 1.209 0.0125 2.718 0.029 6.712 0.078 11.361 0.147 17.413 0.241 25.209 0.359 31.038 0.446 35.977 0.518 40.252 0.581 45.013 0.651 49.359 0.714 57.024 0.826 80.725 1.171 98.875 1.435 114.193 1.658 127.687 1.854 156.387 2.271 180.595 2.623 255.411 3.71 312.818 4.544 361.214 5.247 403.851 5.867 571.137 8.297 807.713 11.734 989.243 14.371 1142.281 16.594
SPECBIN: 7711.5 7732.5 21.330 1.218 0.0125 2.737 0.029 6.756 0.079 11.43 0.148 17.515 0.243 25.353 0.362 31.214 0.449 36.181 0.522 40.48 0.586 45.268 0.656 49.638 0.72 57.347 0.832 81.181 1.18 99.433 1.446 114.838 1.67 128.408 1.868 157.27 2.288 181.614 2.643 256.852 3.738 314.583 4.578 363.252 5.287 406.129 5.911 574.359 8.36 812.27 11.823 994.824 14.48 1148.725 16.72
SPECBIN: 7732.5 7754 21.512 1.226 0.013 2.756 0.029 6.798 0.08 11.496 0.149 17.61 0.245 25.489 0.364 31.38 0.452 36.373 0.526 40.695 0.59 45.508 0.66 49.901 0.725 57.65 0.838 81.61 1.188 99.959 1.456 115.445 1.682 129.087 1.881 158.102 2.305 182.574 2.661 258.21 3.765 316.246 4.611 365.172 5.324 408.277 5.953 577.396 8.419 816.565 11.906 1000.085 14.582 1154.799 16.838
SPECBIN: 7754 7775.5 21.694 1.235 0.013 2.776 0.029 6.843 0.08 11.566 0.15 17.712 0.246 25.634 0.367 31.558 0.456 36.578 0.53 40.925 0.594 45.764 0.665 50.182 0.73 57.974 0.845 82.069 1.197 100.52 1.467 116.094 1.695 129.812 1.895 158.989 2.322 183.599 2.682 259.66 3.793 318.022 4.646 367.222 5.364 410.569 5.998 580.637 8.482 821.148 11.996 1005.699 14.692 1161.282 16.965
SPECBIN: 7775.5 7797 21.886 1.244 0.013 2.795 0.029 6.886 0.081 11.632 0.151 17.81 0.248 25.772 0.37 31.728 0.459 36.774 0.534 41.144 0.598 46.009 0.67 50.45 0.736 58.284 0.851 82.507 1.206 101.057 1.478 116.713 1.707 130.505 1.909 159.838 2.339 184.579 2.701 261.046 3.82 319.719 4.679 369.182 5.403 412.76 6.041 583.735 8.543 825.53 12.082 1011.065 14.798 1167.478 17.087
SPECBIN: 7797 7819 22.068 1.253 0.013 2.815 0.03 6.93 0.081 11.702 0.152 17.911 0.25 25.916 0.373 31.904 0.462 36.979 0.538 41.372 0.603 46.264 0.675 50.73 0.741 58.607 0.857 82.963 1.215 101.615 1.489 117.359 1.72 131.226 1.923 160.721 2.356 185.599 2.721 262.488 3.849 321.485 4.714 371.222 5.443 415.04 6.086 586.961 8.607 830.091 12.172 1016.651 14.908 1173.929 17.214
SPECBIN: 7819 7841 22.259 1.262 0.013 2.834 0.03 6.974 0.082 11.77 0.154 18.011 0.252 26.057 0.375 32.077 0.466 37.178 0.542 41.595 0.607 46.513 0.68 51.003 0.746 58.923 0.863 83.41 1.224 102.162 1.5 117.99 1.732 131.932 1.937 161.586 2.373 186.597 2.741 263.899 3.876 323.214 4.748 373.218 5.483 417.272 6.13 590.117 8.669 834.554 12.26 1022.118 15.016 1180.241 17.339
SPECBIN: 7841 7863.5 22.450 1.272 0.013 2.855 0.03 7.021 0.083 11.843 0.155 18.117 0.254 26.209 0.378 32.263 0.469 37.393 0.546 41.835 0.612 46.782 0.685 51.297 0.752 59.262 0.87 83.89 1.233 102.75 1.511 118.669 1.746 132.691 1.952 162.515 2.391 187.67 2.762 265.417 3.906 325.073 4.785 375.364 5.525 419.672 6.177 593.51 8.736 839.353 12.355 1027.995 15.132 1187.027 17.473
SPECBIN: 7863.5 7886 22.641 1.281 0.013 2.875 0.03 7.064 0.083 11.911 0.156 18.216 0.256 26.349 0.381 32.434 0.473 37.591 0.55 42.057 0.616 47.029 0.69 51.568 0.757 59.575 0.876 84.333 1.242 103.292 1.522 119.295 1.758 133.391 1.966 163.372 2.408 188.66 2.781 266.817 3.934 326.787 4.819 377.344 5.564 421.885 6.221 596.64 8.799 843.78 12.443 1033.417 15.24 1193.288 17.598
SPECBIN: 7886 7908.5 22.841 1.29 0.013 2.895 0.031 7.111 0.084 11.983 0.157 18.32 0.258 26.497 0.384 32.616 0.476 37.801 0.554 42.291 0.621 47.291 0.695 51.856 0.763 59.907 0.883 84.801 1.251 103.866 1.533 119.958 1.771 134.132 1.981 164.28 2.427 189.708 2.802 268.299 3.964 328.602 4.855 379.44 5.606 424.228 6.268 599.954 8.865 848.467 12.537 1039.157 15.354 1199.916 17.73
SPECBIN: 7908.5 7931.5 23.032 1.299 0.013 2.915 0.031 7.154 0.084 12.05 0.158 18.419 0.259 26.637 0.387 32.787 0.48 38 0.558 42.513 0.625 47.539 0.7 52.127 0.769 60.22 0.889 85.245 1.26 104.409 1.544 120.585 1.784 134.833 1.995 165.138 2.444 190.699 2.822 269.701 3.992 330.319 4.889 381.422 5.646 426.445 6.312 603.089 8.927 852.9 12.625 1044.586 15.463 1206.185 17.855
SPECBIN: 7931.5 7954.5 23.238 1.309 0.0135 2.936 0.031 7.201 0.085 12.123 0.159 18.525 0.261 26.788 0.389 32.972 0.483 38.213 0.562 42.752 0.63 47.805 0.706 52.419 0.774 60.557 0.896 85.721 1.27 104.993 1.556 121.258 1.797 135.586 2.01 166.061 2.462 191.765 2.844 271.207 4.022 332.164 4.926 383.553 5.688 428.827 6.36 606.457 8.995 857.663 12.721 1050.42 15.58 1212.921 17.99
SPECBIN: 7954.5 7977.5 23.445 1.318 0.0135 2.956 0.031 7.247 0.086 12.195 0.16 18.629 0.263 26.936 0.392 33.152 0.487 38.422 0.566 42.985 0.635 48.066 0.711 52.705 0.78 60.887 0.902 86.188 1.279 105.564 1.567 121.918 1.811 136.324 2.025 166.964 2.48 192.808 2.864 272.682 4.052 333.971 4.963 385.639 5.73 431.159 6.407 609.756 9.061 862.328 12.815 1056.133 15.695 1219.518 18.123
SPECBIN: 7977.5 8000.5 23.652 1.328 0.014 2.976 0.032 7.292 0.086 12.264 0.162 18.731 0.265 27.079 0.395 33.328 0.49 38.625 0.57 43.212 0.639 48.32 0.716 52.983 0.786 61.208 0.909 86.642 1.288 106.12 1.579 122.56 1.823 137.042 2.039 167.843 2.498 193.823 2.885 274.118 4.081 335.729 4.998 387.669 5.771 433.429 6.453 612.966 9.126 866.868 12.906 1061.694 15.807 1225.939 18.252
SPECBIN: 8000.5 8024 23.859 1.337 0.014 2.997 0.032 7.337 0.087 12.334 0.163 18.833 0.267 27.224 0.398 33.505 0.494 38.83 0.574 43.441 0.644 48.575 0.721 53.263 0.791 61.531 0.915 87.099 1.297 106.68 1.59 123.207 1.837 137.765 2.054 168.729 2.516 194.845 2.906 275.564 4.11 337.5 5.034 389.714 5.813 435.715 6.499 616.199 9.191 871.44 12.998 1067.293 15.92 1232.404 18.383
SPECBIN: 8024 8048 24.065 1.347 0.014 3.017 0.032 7.383 0.088 12.406 0.164 18.937 0.269 27.371 0.401 33.686 0.497 39.039 0.579 43.674 0.648 48.836 0.726 53.549 0.797 61.861 0.922 87.566 1.307 107.251 1.601 123.866 1.85 138.502 2.069 169.632 2.534 195.888 2.927 277.038 4.14 339.306 5.07 391.799 5.855 438.046 6.546 619.496 9.258 876.102 13.093 1073.003 16.036 1238.998 18.516
SPECBIN: 8048 8072 24.281 1.356 0.014 3.037 0.032 7.427 0.088 12.474 0.165 19.036 0.271 27.512 0.404 33.859 0.501 39.239 0.583 43.898 0.653 49.086 0.731 53.822 0.803 62.177 0.928 88.012 1.316 107.798 1.612 124.498 1.863 139.208 2.083 170.496 2.552 196.886 2.947 278.45 4.168 341.035 5.106 393.796 5.896 440.279 6.592 622.652 9.322 880.567 13.184 1078.471 16.147 1245.312 18.645
SPECBIN: 8072 8096 24.497 1.365 0.014 3.057 0.032 7.472 0.089 12.543 0.166 19.136 0.273 27.654 0.406 34.032 0.504 39.439 0.587 44.122 0.658 49.336 0.736 54.097 0.808 62.494 0.935 88.46 1.325 108.346 1.624 125.131 1.876 139.916 2.098 171.363 2.569 197.888 2.967 279.866 4.197 342.769 5.141 395.798 5.936 442.517 6.637 625.818 9.387 885.044 13.275 1083.954 16.259 1251.643 18.774
SPECBIN: 8096 8120 24.713 1.375 0.014 3.079 0.033 7.519 0.089 12.615 0.167 19.241 0.275 27.803 0.409 34.214 0.508 39.65 0.591 44.358 0.662 49.599 0.742 54.385 0.814 62.827 0.941 88.932 1.335 108.923 1.635 125.797 1.889 140.661 2.113 172.276 2.588 198.941 2.989 281.356 4.228 344.594 5.178 397.905 5.979 444.873 6.685 629.15 9.455 889.756 13.371 1089.725 16.377 1258.307 18.91
SPECBIN: 8120 8144.5 24.931 1.384 0.014 3.098 0.033 7.562 0.09 12.681 0.169 19.337 0.276 27.94 0.412 34.382 0.511 39.844 0.595 44.574 0.667 49.841 0.747 54.65 0.819 63.133 0.948 89.364 1.343 109.452 1.646 126.408 1.902 141.344 2.127 173.112 2.605 199.907 3.009 282.722 4.256 346.267 5.212 399.837 6.019 447.033 6.73 632.204 9.517 894.075 13.46 1095.015 16.485 1264.415 19.035
SPECBIN: 8144.5 8169.5 25.154 1.394 0.014 3.119 0.033 7.609 0.091 12.754 0.17 19.443 0.278 28.09 0.415 34.565 0.515 40.056 0.599 44.811 0.671 50.106 0.752 54.94 0.825 63.468 0.954 89.838 1.353 110.033 1.658 127.079 1.916 142.094 2.142 174.03 2.624 200.967 3.031 284.221 4.287 348.103 5.25 401.957 6.063 449.403 6.778 635.556 9.586 898.816 13.557 1100.821 16.604 1271.12 19.173
SPECBIN: 8169.5 8194.5 25.386 1.403 0.0145 3.139 0.033 7.653 0.091 12.822 0.171 19.542 0.28 28.229 0.418 34.737 0.518 40.254 0.603 45.032 0.676 50.353 0.757 55.211 0.831 63.781 0.961 90.28 1.362 110.575 1.669 127.704 1.928 142.793 2.157 174.887 2.642 201.956 3.051 285.62 4.315 349.816 5.285 403.935 6.103 451.614 6.824 638.684 9.651 903.238 13.648 1106.238 16.716 1277.374 19.302
SPECBIN: 8194.5 8219.5 25.618 1.412 0.0145 3.16 0.034 7.698 0.092 12.892 0.172 19.644 0.282 28.373 0.421 34.913 0.522 40.458 0.607 45.26 0.681 50.608 0.762 55.49 0.837 64.103 0.968 90.735 1.372 111.132 1.681 128.348 1.942 143.513 2.171 175.768 2.66 202.974 3.072 287.059 4.345 351.578 5.322 405.97 6.145 453.889 6.871 641.901 9.717 907.788 13.742 1111.81 16.831 1283.809 19.435
SPECBIN: 8219.5 8245 25.850 1.422 0.015 3.18 0.034 7.744 0.093 12.963 0.173 19.746 0.284 28.518 0.424 35.09 0.526 40.663 0.611 45.489 0.685 50.863 0.767 55.77 0.842 64.426 0.974 91.193 1.381 111.692 1.692 128.994 1.955 144.236 2.186 176.653 2.678 203.996 3.093 288.504 4.375 353.348 5.359 408.014 6.188 456.175 6.918 645.133 9.784 912.36 13.837 1117.409 16.947 1290.274 19.569
SPECBIN: 8245 8271 26.082 1.432 0.015 3.202 0.034 7.791 0.093 13.035 0.175 19.851 0.286 28.668 0.427 35.273 0.529 40.875 0.616 45.725 0.69 51.128 0.773 56.06 0.848 64.76 0.981 91.665 1.391 112.271 1.704 129.663 1.969 144.983 2.202 177.569 2.697 205.053 3.115 289.999 4.406 355.179 5.397 410.128 6.232 458.538 6.967 648.476 9.853 917.086 13.935 1123.198 17.067 1296.958 19.707
SPECBIN: 8271 8297 26.323 1.441 0.015 3.222 0.034 7.835 0.094 13.103 0.176 19.949 0.288 28.807 0.429 35.444 0.533 41.072 0.62 45.946 0.695 51.374 0.778 56.329 0.854 65.071 0.988 92.106 1.4 112.81 1.716 130.285 1.982 145.679 2.216 178.421 2.715 206.037 3.135 291.39 4.435 356.883 5.432 412.095 6.272 460.738 7.013 651.586 9.918 921.485 14.027 1128.586 17.179 1303.179 19.837
SPECBIN: 8297 8323 26.565 1.451 0.015 3.242 0.034 7.879 0.094 13.171 0.177 20.048 0.29 28.947 0.432 35.615 0.536 41.269 0.624 46.167 0.699 51.62 0.783 56.6 0.859 65.384 0.994 92.547 1.409 113.351 1.727 130.91 1.995 146.377 2.231 179.276 2.733 207.024 3.156 292.787 4.464 358.593 5.468 414.07 6.314 462.946 7.059 654.709 9.983 925.901 14.119 1133.994 17.292 1309.424 19.967
SPECBIN: 8323 8349 26.808 1.46 0.015 3.262 0.035 7.923 0.095 13.238 0.178 20.146 0.292 29.085 0.435 35.784 0.54 41.465 0.628 46.385 0.704 51.865 0.788 56.867 0.865 65.693 1 92.984 1.418 113.885 1.738 131.527 2.008 147.068 2.245 180.121 2.75 208 3.176 294.167 4.493 360.284 5.503 416.022 6.354 465.129 7.105 657.796 10.048 930.266 14.21 1139.34 17.404 1315.598 20.096
SPECBIN: 8349 8375.5 27.057 1.469 0.015 3.282 0.035 7.967 0.096 13.306 0.179 20.244 0.294 29.224 0.438 35.954 0.543 41.662 0.632 46.605 0.708 52.11 0.793 57.137 0.871 66.003 1.007 93.423 1.428 114.423 1.749 132.148 2.021 147.762 2.26 180.972 2.768 208.983 3.197 295.556 4.522 361.985 5.539 417.986 6.396 467.325 7.151 660.901 10.113 934.658 14.302 1144.719 17.516 1321.809 20.226
SPECBIN: 8375.5 8402.5 27.305 1.479 0.015 3.303 0.035 8.012 0.096 13.376 0.18 20.345 0.296 29.367 0.441 36.13 0.547 41.865 0.636 46.832 0.713 52.364 0.799 57.415 0.876 66.324 1.014 93.877 1.437 114.979 1.761 132.79 2.034 148.48 2.275 181.851 2.787 209.997 3.218 296.991 4.552 363.743 5.576 420.016 6.438 469.594 7.198 664.11 10.18 939.197 14.397 1150.278 17.633 1328.227 20.361
SPECBIN: 8402.5 8429.5 27.563 1.489 0.015 3.324 0.035 8.059 0.097 13.447 0.182 20.448 0.298 29.513 0.444 36.308 0.551 42.071 0.64 47.063 0.718 52.622 0.804 57.697 0.882 66.65 1.02 94.338 1.447 115.543 1.773 133.442 2.048 149.209 2.29 182.743 2.805 211.028 3.24 298.448 4.583 365.527 5.613 422.077 6.482 471.898 7.247 667.368 10.249 943.804 14.495 1155.921 17.752 1334.743 20.499
SPECBIN: 8429.5 8457 27.820 1.498 0.015 3.344 0.036 8.103 0.098 13.515 0.183 20.547 0.3 29.652 0.447 36.479 0.554 42.269 0.645 47.283 0.723 52.868 0.809 57.967 0.888 66.962 1.027 94.778 1.456 116.083 1.784 134.064 2.061 149.904 2.305 183.595 2.823 212.012 3.261 299.84 4.612 367.232 5.649 424.045 6.523 474.098 7.293 670.48 10.315 948.205 14.588 1161.31 17.866 1340.967 20.63
SPECBIN: 8457 8484.5 28.078 1.508 0.0155 3.366 0.036 8.15 0.098 13.587 0.184 20.651 0.302 29.8 0.45 36.66 0.558 42.478 0.649 47.517 0.727 53.129 0.815 58.253 0.894 67.292 1.034 95.245 1.466 116.654 1.796 134.725 2.075 150.643 2.321 184.499 2.843 213.056 3.283 301.316 4.644 369.039 5.687 426.132 6.568 476.432 7.343 673.781 10.385 952.873 14.686 1167.027 17.987 1347.568 20.77
SPECBIN: 8484.5 8512 28.345 1.518 0.016 3.387 0.036 8.197 0.099 13.659 0.185 20.756 0.304 29.948 0.453 36.841 0.562 42.687 0.653 47.751 0.732 53.39 0.82 58.539 0.9 67.623 1.041 95.713 1.476 117.227 1.808 135.387 2.089 151.383 2.336 185.405 2.862 214.102 3.305 302.796 4.675 370.852 5.726 428.225 6.612 478.772 7.393 677.089 10.455 957.552 14.786 1172.758 18.109 1354.185 20.911
SPECBIN: 8512 8540 28.603 1.529 0.016 3.41 0.036 8.248 0.1 13.737 0.187 20.868 0.306 30.107 0.456 37.036 0.566 42.912 0.658 48.002 0.738 53.671 0.826 58.847 0.907 67.978 1.049 96.216 1.486 117.843 1.822 136.097 2.104 152.177 2.353 186.378 2.883 215.225 3.329 304.384 4.709 372.797 5.767 430.471 6.66 481.283 7.446 680.641 10.531 962.575 14.893 1178.909 18.24 1361.288 21.062
SPECBIN: 8540 8568.5 28.877 1.539 0.016 3.432 0.037 8.295 0.1 13.809 0.188 20.972 0.308 30.256 0.459 37.217 0.57 43.122 0.662 48.237 0.743 53.933 0.832 59.134 0.913 68.309 1.056 96.684 1.496 118.416 1.834 136.759 2.118 152.917 2.369 187.284 2.902 216.272 3.351 305.865 4.74 374.61 5.806 432.565 6.704 483.623 7.496 683.951 10.601 967.255 14.993 1184.642 18.362 1367.908 21.203
SPECBIN: 8568.5 8597.5 29.151 1.549 0.016 3.455 0.037 8.344 0.101 13.884 0.189 21.081 0.31 30.409 0.462 37.405 0.574 43.339 0.667 48.48 0.748 54.204 0.837 59.431 0.919 68.652 1.063 97.17 1.507 119.01 1.846 137.445 2.133 153.684 2.385 188.224 2.922 217.357 3.375 307.399 4.773 376.489 5.846 434.734 6.751 486.049 7.548 687.382 10.675 972.107 15.096 1190.584 18.489 1374.769 21.35
SPECBIN: 8597.5 8626.5 29.435 1.559 0.016 3.476 0.037 8.391 0.102 13.956 0.19 21.185 0.312 30.556 0.465 37.584 0.577 43.547 0.671 48.711 0.753 54.463 0.843 59.715 0.925 68.98 1.07 97.633 1.517 119.577 1.859 138.1 2.147 154.416 2.401 189.12 2.941 218.392 3.397 308.863 4.805 378.282 5.885 436.804 6.795 488.363 7.597 690.654 10.745 976.735 15.196 1196.253 18.611 1381.315 21.49
SPECBIN: 8626.5 8655.5 29.720 1.57 0.016 3.499 0.037 8.442 0.102 14.034 0.192 21.297 0.314 30.715 0.469 37.779 0.581 43.772 0.676 48.963 0.758 54.745 0.849 60.023 0.932 69.336 1.077 98.136 1.528 120.194 1.872 138.812 2.162 155.212 2.418 190.095 2.962 219.518 3.421 310.454 4.839 380.231 5.927 439.055 6.844 490.88 7.652 694.213 10.821 981.769 15.304 1202.417 18.743 1388.433 21.643
SPECBIN: 8655.5 8684.5 30.004 1.58 0.016 3.52 0.038 8.487 0.103 14.102 0.193 21.397 0.316 30.856 0.471 37.952 0.585 43.972 0.68 49.186 0.763 54.993 0.854 60.296 0.937 69.651 1.084 98.581 1.537 120.738 1.884 139.441 2.176 155.916 2.433 190.956 2.981 220.512 3.442 311.861 4.869 381.953 5.964 441.044 6.886 493.104 7.699 697.358 10.889 986.216 15.4 1207.864 18.861 1394.722 21.778
SPECBIN: 8684.5 8714 30.288 1.59 0.016 3.541 0.038 8.532 0.104 14.171 0.194 21.495 0.318 30.996 0.474 38.123 0.589 44.17 0.685 49.407 0.767 55.24 0.859 60.567 0.943 69.963 1.091 99.023 1.547 121.28 1.895 140.066 2.189 156.614 2.448 191.812 2.999 221.5 3.464 313.258 4.899 383.665 6.001 443.02 6.929 495.313 7.747 700.483 10.956 990.635 15.495 1213.276 18.977 1400.971 21.913
SPECBIN: 8714 8744 30.572 1.6 0.0165 3.563 0.038 8.581 0.104 14.245 0.195 21.603 0.32 31.149 0.478 38.31 0.593 44.386 0.689 49.649 0.773 55.51 0.865 60.862 0.95 70.304 1.098 99.506 1.557 121.871 1.908 140.748 2.204 157.377 2.465 192.747 3.019 222.579 3.487 314.784 4.932 385.534 6.041 445.178 6.976 497.726 7.799 703.894 11.03 995.459 15.599 1219.185 19.105 1407.794 22.061
SPECBIN: 8744 8774.5 30.873 1.611 0.017 3.586 0.038 8.629 0.105 14.319 0.197 21.71 0.323 31.299 0.481 38.495 0.597 44.599 0.694 49.887 0.778 55.776 0.871 61.154 0.956 70.641 1.106 99.982 1.567 122.454 1.921 141.422 2.219 158.13 2.481 193.669 3.039 223.644 3.51 316.29 4.965 387.378 6.081 447.307 7.022 500.106 7.851 707.261 11.103 1000.221 15.703 1225.016 19.232 1414.528 22.207
SPECBIN: 8774.5 8805.5 31.173 1.621 0.017 3.608 0.039 8.678 0.106 14.393 0.198 21.817 0.325 31.451 0.484 38.68 0.601 44.814 0.698 50.127 0.783 56.044 0.877 61.448 0.962 70.98 1.113 100.461 1.578 123.041 1.933 142.1 2.233 158.888 2.498 194.597 3.06 224.716 3.533 317.805 4.998 389.234 6.121 449.45 7.069 502.502 7.903 710.649 11.177 1005.012 15.807 1230.885 19.36 1421.304 22.355
SPECBIN: 8805.5 8836.5 31.484 1.632 0.017 3.631 0.039 8.726 0.106 14.467 0.199 21.924 0.327 31.602 0.487 38.865 0.604 45.028 0.703 50.366 0.788 56.311 0.883 61.74 0.969 71.318 1.12 100.939 1.588 123.625 1.946 142.774 2.248 159.643 2.514 195.521 3.08 225.783 3.557 319.314 5.031 391.082 6.162 451.584 7.115 504.888 7.955 714.023 11.251 1009.784 15.911 1236.729 19.487 1428.052 22.502
SPECBIN: 8836.5 8867.5 31.795 1.642 0.017 3.652 0.039 8.773 0.107 14.539 0.201 22.027 0.329 31.748 0.49 39.043 0.608 45.233 0.707 50.596 0.793 56.568 0.888 62.022 0.975 71.643 1.127 101.398 1.598 124.188 1.958 143.424 2.262 160.369 2.53 196.411 3.099 226.81 3.579 320.767 5.062 392.861 6.2 453.639 7.16 507.186 8.005 717.272 11.321 1014.379 16.011 1242.357 19.61 1434.551 22.643
SPECBIN: 8867.5 8899 32.106 1.652 0.017 3.674 0.039 8.82 0.108 14.61 0.202 22.13 0.331 31.893 0.493 39.221 0.612 45.439 0.712 50.825 0.798 56.825 0.894 62.303 0.981 71.967 1.134 101.857 1.608 124.749 1.971 144.073 2.276 161.094 2.546 197.298 3.118 227.835 3.601 322.216 5.094 394.636 6.239 455.689 7.205 509.477 8.055 720.513 11.392 1018.962 16.111 1247.969 19.732 1441.031 22.785
